,PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE,POSS
26,Royce O'Neale,UTA,29,77,46,31,31.2,115.8,110.5,5.3,10.4,2.42,25.9,2.7,12,7.5,10.7,59.1,60.8,9.8,98.5,6.9,4924
26,Tyrese Haliburton,IND,22,77,26,51,35,110,115.9,-6,33.5,3.16,34.6,2.2,9.3,5.6,11,56.2,59.5,18.4,100.67,12.2,5655
35,DeMar DeRozan,CHI,32,76,43,33,36.1,113.1,112,1.1,22.8,2.07,16,2.1,12.2,7.2,7.8,52.1,59,30.8,100.04,14.8,5723
35,Desmond Bane,MEM,24,76,53,23,29.8,114.7,107.8,6.9,13.6,1.87,14.1,1.8,11.8,6.8,7.5,56.5,59.2,22.6,100.73,11.6,4770
35,Devonte' Graham,NOP,27,76,34,42,28.4,111.4,111.1,0.3,21,3.01,24.5,1.7,6.4,4,8.2,48.1,51.4,19.1,98.66,8.1,4455
35,Georges Niang,PHI,29,76,48,28,22.8,110.9,109,1.9,9,1.73,13.7,1.4,9.7,5.7,7.9,57.5,59.4,16,98.83,6.6,3575
35,Ivica Zubac,LAC,25,76,40,36,24.4,108.7,112.2,-3.5,9.7,1.05,14.4,11.5,22.3,17,13.7,62.6,66,16.8,98.13,12.3,3786
35,Jayson Tatum,BOS,24,76,49,27,35.9,115.5,103.4,12.1,20.4,1.54,14.5,3.2,18,10.9,9.4,52.6,57.8,31.3,98.12,15.9,5578
35,Jordan Poole,GSW,23,76,49,27,30,112.1,105.5,6.6,20.7,1.63,18.4,1.5,9.4,5.6,11.3,54.8,59.8,25.2,100.05,11.1,4765
35,Kelly Oubre Jr.,CHA,26,76,39,37,26.3,112.3,112.4,-0.2,6.3,1.25,7.2,3.6,10.6,7.1,5.8,54.2,56,22.3,101.87,8.6,4235
35,Malik Monk,LAL,24,76,32,44,28.1,113.2,112.9,0.3,14.4,1.79,17.9,1.7,9.9,5.8,10,57.8,59.7,19.5,101.65,9.3,4546
35,Steven Adams,MEM,28,76,51,25,26.3,117.8,109.5,8.3,15.5,2.23,30.5,15.9,19.8,17.8,13.7,54.7,56,11.8,99.57,10.8,4150
35,Trae Young,ATL,23,76,40,36,34.9,117.2,114.9,2.3,44.2,2.43,26.1,1.9,8.7,5.3,10.7,53.6,60.3,33.3,100.2,16.1,5550
46,Aaron Gordon,DEN,26,75,46,29,31.7,117.3,111.1,6.2,10.9,1.41,15,5.7,12.9,9.5,10.6,57.3,60.2,19.4,99,9.6,4908
46,Bryn Forbes,DEN,28,75,36,39,17.1,109.3,109.8,-0.5,8.6,1.34,10.7,0.7,6.3,3.5,8,54.2,57.4,20.1,101.29,7.4,2731
46,Davion Mitchell,SAC,23,75,28,47,27.7,105.3,111.3,-6,23.5,2.75,24,1.5,6.2,3.8,8.7,47.7,48.9,20.2,100.85,7.4,4356
46,Derrick White,BOS,27,75,40,35,29.3,111.3,106.4,4.9,23.1,3.08,26.5,1.7,9.4,5.6,8.6,49.3,54.9,19.6,100.43,10.1,4589
46,Jeff Green,DEN,35,75,44,31,24.7,113.3,111.5,1.8,7.1,1.35,12.3,2.4,10,6.3,9.1,57.4,62.7,16,99.56,7.5,3831
46,Keldon Johnson,SAS,22,75,33,42,31.9,113.2,111.1,2.1,9.1,1.72,11.6,3.1,14.8,8.9,6.8,54.5,57.4,21,101.51,10.2,5043
46,LaMelo Ball,CHA,20,75,39,36,32.3,114,112.5,1.5,34.1,2.33,26.4,4.2,15.7,9.8,11.3,51.7,55.4,27.1,102.88,13.2,5200
46,Monte Morris,DEN,27,75,44,31,29.9,116.3,110.4,6,20.1,4.27,27.3,1.3,8.7,5.2,6.4,56.4,58.3,17.3,98.55,9.8,4601
46,Reggie Jackson,LAC,32,75,38,37,31.2,108.2,109.4,-1.3,24.5,2.08,19.7,1.6,9.2,5.5,9.5,46,48.8,27.3,98.77,8.8,4804
46,Trey Lyles,SAC,26,75,19,56,20.5,106.4,113.6,-7.2,9,1.21,10.7,5.6,18.9,12.1,8.9,52.6,58.8,20.5,100.8,11.5,3228
46,Tyrese Maxey,PHI,21,75,45,30,35.3,113.3,109.7,3.6,19.1,3.65,21.4,1,8,4.6,5.9,55.2,59.4,19.9,97.1,10.5,5362
57,Clint Capela,ATL,28,74,40,34,27.6,116.6,113.3,3.3,6.2,2.09,11.3,13.3,28.4,20.8,5.4,61.3,60.4,14.9,100.22,13.3,4257
57,JaVale McGee,PHX,34,74,57,17,15.8,110.4,104.6,5.8,5.5,0.43,6.4,13.4,26.6,20.1,14.9,63.1,65.1,21.4,102,15.2,2479
57,Jarred Vanderbilt,MIN,23,74,41,33,25.4,115.5,110.5,5,6.6,1.29,16,10.7,21.2,15.8,12.5,59,61.2,10.8,101,10.3,3941
57,Jonas Valanciunas,NOP,30,74,34,40,30.3,111.4,110.2,1.2,13.7,1.06,13.2,10,28,18.9,12.5,57.4,61.7,23.8,97.63,15.3,4562
57,Josh Christopher,HOU,20,74,18,56,18,106.9,116.1,-9.2,17,1.32,18.4,3.7,10.3,6.9,14,50.4,53.4,20.5,102.59,8.3,2846
57,Justin Holiday,SAC,33,74,25,49,27.8,108.8,113.9,-5.1,8.6,1.83,14.4,1.4,8,4.6,7.9,52.8,54.3,15.6,100.27,5.7,4302
57,Karl-Anthony Towns,MIN,26,74,44,30,33.5,116.9,111.6,5.3,17.7,1.19,14.2,7.4,21,14.1,11.9,59.1,64,27.2,101.48,15.9,5232
57,Kevin Huerter,ATL,23,74,40,34,29.6,116.4,112.5,3.8,12.5,2.23,18.9,1.4,9.8,5.6,8.5,55.9,57,16.9,100.31,7.2,4570
57,Kevin Love,CLE,33,74,38,36,22.5,108.9,107.4,1.5,15.3,1.63,14.5,5.1,25.8,15.5,8.9,55.3,59.4,23.9,99.97,15.2,3487
57,Nikola Jokic,DEN,27,74,46,28,33.5,117.3,108.9,8.4,38.8,2.08,24.8,9,31.3,20.9,11.9,62,66.1,30.9,99.46,23,5136
57,Scottie Barnes,TOR,20,74,43,31,35.4,110.2,108.4,1.8,15,1.88,18.1,6.8,14.1,10.2,9.6,52.4,55.2,18.7,97.03,10.9,5277
68,Andre Drummond,BKN,28,73,42,31,19.7,112.2,109.8,2.4,13,1.14,17.5,15.5,30.5,23,15.4,57,57.4,18.1,99.27,14,2957
68,Andrew Wiggins,GSW,27,73,47,26,31.9,111.2,105.4,5.8,10.9,1.45,11.6,3.6,9.5,6.6,8,54.3,56,22.4,99.79,9.7,4836
68,De'Anthony Melton,MEM,24,73,49,24,22.7,112,106.4,5.6,15.7,1.73,18.4,3.4,15,9,10.6,50.4,52.9,20.5,103.64,10.3,3587
68,Juan Toscano-Anderson,GSW,29,73,51,22,13.6,109.8,106.9,2.9,18,1.87,27.6,3,14.3,8.9,14.8,54.9,56.1,14.4,99.03,8,2045
68,Mason Plumlee,CHA,32,73,40,33,24.6,110.5,109.6,0.9,16.5,2.26,31.3,9.1,20.5,14.8,13.8,64.1,60.3,11.7,101.31,9.3,3771
68,Nikola Vucevic,CHI,31,73,41,32,33.1,111.3,112.8,-1.6,15.3,1.74,15,6,27.4,16.8,8.6,51.8,53.3,24.4,99.04,13.2,5000
68,Precious Achiuwa,TOR,22,73,46,27,23.6,108.7,106.7,1.9,7.2,0.98,9.9,7.5,18.8,12.8,10.2,48.6,50.3,18,96.88,8.9,3483
68,Terry Rozier,CHA,28,73,38,35,33.7,113.3,112,1.4,19.7,3.4,19.8,2.1,10.1,6.1,5.8,53.9,56.6,22.7,101.03,11.4,5175
68,Tobias Harris,PHI,29,73,45,28,34.8,113.2,110,3.2,15.8,2.17,17.1,3.2,16.4,9.9,7.9,53.2,56.6,21.4,96.79,11.5,5131
68,Tyus Jones,MEM,26,73,51,22,21.2,113,105.5,7.6,28.5,7.04,34.2,1,9.7,5.2,4.9,52.4,54.4,16.4,100.93,12.6,3262
78,Alperen Sengun,HOU,19,72,18,54,20.7,106.4,116.6,-10.2,19.3,1.28,19.4,8.9,17.4,13,15.2,50.2,55.2,21.4,101.69,9.9,3161
78,Anthony Edwards,MIN,20,72,39,33,34.2,114.6,110.6,4,17.3,1.45,15,2.3,11.3,6.7,10.4,52.7,56,26.2,101.18,11.1,5189
78,Bobby Portis,MIL,27,72,46,26,28.2,114.7,108.5,6.3,6.1,0.96,7.8,8.5,21.8,15.3,8.2,55.5,57.1,20.7,101.53,11.7,4311
78,Bruce Brown,BKN,25,72,37,35,24.6,111.7,112,-0.3,11.4,2.64,19.4,5.6,13,9.4,7.3,54.3,57.5,14.6,100.26,9.3,3690
78,Daniel Gafford,WAS,23,72,30,42,20.1,108.6,115.5,-6.9,7.1,1.05,11.3,10.7,16.9,13.9,10.8,69.3,70.8,16,99.27,12.2,2985
78,John Konchar,MEM,26,72,48,24,17.9,109.7,107,2.7,10.9,3.76,25.8,5.9,18.2,11.7,6.9,61.5,61.5,9.7,101.72,10.2,2745
78,Julius Randle,NYK,27,72,32,40,35.3,108,111.6,-3.6,25.1,1.51,18.2,4.5,22.5,13.2,12,45.9,50.9,27.9,97.68,12.8,5187
78,Mike Conley,UTA,34,72,44,28,28.6,112.5,104.9,7.7,28.1,3.13,28.1,2.3,7.9,5.1,9,54.2,57.2,20.2,99.63,11.3,4281
78,Mitchell Robinson,NYK,24,72,32,40,25.7,109.1,111.2,-2.1,3.2,0.63,7.3,14.5,17.1,15.8,11.5,76.1,72.2,11,97.08,11.4,3739
78,Obi Toppin,NYK,24,72,32,40,17.1,110.9,104,6.9,10.5,1.38,11.6,5.6,15.5,10.7,8.5,58.6,61.4,20.5,97.48,12.9,2494
88,Cody Martin,CHA,26,71,41,30,26.3,113.1,113,0.1,12.4,2.93,25.2,4.3,10.8,7.5,8.6,55.4,57.9,12,100.54,8,3895
88,Devin Vassell,SAS,21,71,29,42,27.3,111.2,110.2,1,9.6,2.34,13.6,2.1,12.8,7.4,5.8,51.6,54,18.4,102.5,8.7,4131
88,Drew Eubanks,POR,25,71,19,52,17.5,103.1,115.9,-12.8,10.7,1.05,14.3,9.7,19.7,14.6,13.6,60.2,63.8,17.1,100.74,11.9,2616
88,Gary Payton II,GSW,29,71,47,24,17.6,110.6,102.3,8.3,7.6,1.6,13.5,5.8,13.2,9.7,8.4,67.9,67.9,14,100.35,11.4,2591
88,Isaiah Stewart,DET,21,71,21,50,25.6,102.6,112.1,-9.5,7,0.96,11.7,11.1,21.7,16.1,12.1,52.6,55,14.4,98.58,9.6,3723
88,Marcus Smart,BOS,28,71,47,24,32.3,114.5,105.2,9.3,24.5,2.62,30.4,1.8,9.3,5.7,11.6,50.1,54,17.9,99.02,9.5,4737
88,Mo Bamba,ORL,24,71,19,52,25.7,101.8,111.3,-9.6,7.3,1.1,10.5,7.7,21.4,14.6,9.5,56.6,58.2,17,100.13,11.4,3800
88,Montrezl Harrell,CHA,28,71,36,35,23.1,111.6,108.5,3,13.9,2.01,16.2,9.2,16.3,12.9,8,64.9,68,19.8,99.24,15,3383
88,Nemanja Bjelica,GSW,34,71,48,23,16.1,109.2,104,5.2,20.4,1.83,25.4,5.5,18.7,12.4,13.9,54.7,57.3,17.5,99.35,11,2368
88,P.J. Tucker,MIA,37,71,45,26,27.9,113.2,107.1,6.2,10.7,2.26,22.2,5.2,14.6,9.9,9.8,57.7,59.3,11.6,96.38,8.3,3970
88,Payton Pritchard,BOS,24,71,46,25,14.1,109.4,107.2,2.2,22.2,3.39,24.7,3.1,9.3,6.3,7.3,56.4,57.8,18,98.23,10.7,2057
88,Robert Covington,LAC,31,71,34,37,27.3,110.9,110.2,0.6,6.6,1.23,13.2,3,16.7,9.8,10.8,54.8,57.2,13.4,99.73,8,4035
88,Will Barton,DEN,31,71,41,30,32.1,112.5,110.4,2,17.1,2.17,20.4,2,12.8,7.5,9.4,52.5,54.8,20.5,99.34,9.5,4713
101,Chuma Okeke,ORL,23,70,21,49,25,100.3,109.1,-8.8,10.4,2.07,15.1,2.4,16.5,9.2,7.3,47.8,50.1,15.9,101.68,9.3,3709
101,Gary Trent Jr.,TOR,23,70,44,26,35,113.5,110.2,3.3,8.5,1.93,10.2,1,7,3.8,5.3,51.1,54.6,21.2,97.94,8.6,4997
101,Jaden McDaniels,MIN,21,70,40,30,25.8,109.9,109.3,0.6,6.3,1.05,10.8,3.8,11.5,7.5,10.2,53.2,55.3,14.9,102.49,6.1,3840
101,Jaxson Hayes,NOP,22,70,29,41,20,109.7,109.2,0.5,4.7,0.8,7.5,8,14.6,11.3,9.4,64.1,68,15.9,99.98,11,2914
101,Jonathan Kuminga,GSW,19,70,44,26,16.9,109.5,107.5,1.9,8.7,0.86,9.3,4.7,13.9,9.6,10.8,56.7,60,22.7,99.79,9.8,2457
101,Lonnie Walker IV,SAS,23,70,27,43,23,108.5,111.5,-3,13.7,2.14,14.4,1,9.5,5.3,6.7,48,51.2,23.2,102.29,8.3,3447
101,Luke Kennard,LAC,26,70,35,35,27.4,110,106.6,3.4,11.1,2.43,16.9,1,10,5.7,6.9,59.8,61.9,16,98.54,9.5,3963
101,RJ Barrett,NYK,22,70,33,37,34.5,108.3,111.6,-3.3,14.6,1.38,12,2.5,13.6,7.9,8.7,46.6,51.1,26.8,97.79,9.9,4932
101,Raul Neto,WAS,30,70,29,41,19.6,109.6,112.9,-3.3,22.8,2.75,27.7,1,8.9,5,10.1,50.2,53.8,18,99.32,8.5,2842
110,Al Horford,BOS,36,69,46,23,29.1,112.8,103.4,9.3,15.9,3.57,25.6,5.4,20.1,13,7.2,54.6,57.4,14.7,98.03,12.3,4096
110,Amir Coffey,LAC,25,69,33,36,22.7,110.1,111,-0.9,11.2,2.76,18.1,1.7,10.2,6,6.6,55.6,59.8,15.4,100.02,8.6,3258
110,Bojan Bogdanovic,UTA,33,69,45,24,30.9,116.2,111.4,4.8,8.6,1.02,9.4,2.7,10.6,6.8,9.2,55.2,59.9,23.2,98.59,10.2,4382
110,Bones Hyland,DEN,21,69,41,28,19,113.4,111.7,1.7,22,2.22,21.2,1.1,13.3,7.2,9.6,51.8,55.8,23.1,99.84,9.6,2722
110,Carmelo Anthony,LAL,38,69,27,42,26,108.7,111.7,-2.9,5.6,1.15,7.5,3.4,11.6,7.6,6.5,54.4,57.9,19.5,103.07,8.9,3862
110,Darius Bazley,OKC,22,69,19,50,27.9,101.8,113.1,-11.3,7.8,1.08,10.7,3.4,17.6,10.4,9.9,48.4,51.5,18,100.92,9.3,4038
110,Evan Mobley,CLE,21,69,40,29,33.8,108.5,106.8,1.7,11.7,1.31,14,6.3,17.4,12,10.7,52.2,54.9,20.1,97.5,11.6,4741
110,Kyle Anderson,MEM,28,69,46,23,21.5,110.3,108.3,2,16.2,2.58,23.9,4.1,19.6,11.5,9.3,48.4,50.6,15.6,103.71,10.5,3203
110,Landry Shamet,PHX,25,69,53,16,20.8,107.8,102.9,4.9,10.4,2.63,16.3,1,7.2,4.1,6.2,52.1,55,16,101.89,6.9,3045
110,Taurean Prince,MIN,28,69,40,29,17.1,111.6,110.9,0.7,8,1.28,12.5,2.1,12,7,9.8,56.4,58.9,16.6,104.57,7.6,2553
110,Tre Jones,SAS,22,69,32,37,16.6,108.8,109.3,-0.5,28,5.07,35.7,2.4,10.3,6.4,7.1,50.4,54.5,15.1,102.57,10.5,2452
121,Christian Wood,HOU,26,68,19,49,30.8,106.6,115.7,-9.1,12.4,1.23,11.9,5.1,26.5,15.8,9.6,57.6,59.5,23.3,101.9,14.2,4443
121,Darius Garland,CLE,22,68,37,31,35.7,113.6,106.9,6.6,37.8,2.35,27.8,1.7,7.4,4.6,11.8,53.6,57.6,27.2,97.42,13.4,4954
121,Dejounte Murray,SAS,25,68,30,38,34.8,112.9,111,1.9,38.8,3.48,29.2,3.1,19.6,11.2,8.4,50,53.3,26.8,101.61,16.3,4988
121,Devin Booker,PHX,25,68,56,12,34.5,117.6,108.1,9.5,21.2,2.03,16,2,11.7,7.1,7.9,53,57.6,31.3,101.21,13.7,4943
121,Gabe Vincent,MIA,26,68,47,21,23.4,109.1,106,3.1,19.8,2.14,24.9,1.4,6.4,4,11.6,53.3,55.1,17.4,97.65,7,3232
121,Isaiah Hartenstein,LAC,24,68,37,31,17.9,112.1,105,7,19.3,1.9,24,9.7,15.8,13,12.6,64.5,66.4,17.7,100.73,13.2,2547
121,Jakob Poeltl,SAS,26,68,30,38,29,115.2,111.8,3.4,13.1,1.73,18.1,12.5,18.4,15.4,10.4,61.9,61.3,18.2,100.62,11.9,4119
121,Joel Embiid,PHI,28,68,45,23,33.8,115.6,107.8,7.9,23.6,1.33,13,6.8,27.3,17.6,9.8,53.4,61.6,37.5,96.96,21.2,4640
121,Max Strus,MIA,26,68,46,22,23.3,113.7,108.1,5.6,8.6,1.61,12.6,1.6,11.2,6.5,7.8,60.2,61.4,17.7,97.07,8.6,3205
121,Pascal Siakam,TOR,28,68,40,28,37.9,114.3,109.6,4.8,22.4,1.99,18.8,4.6,18.2,11.1,9.5,52.5,56.5,25.7,96.31,13.9,5177
121,Reggie Bullock Jr.,DAL,31,68,44,24,28,113.3,106.7,6.6,6,2.08,13.1,1.7,10.6,6.3,6.3,54.2,55.8,12.8,96.22,6.5,3821
132,Austin Rivers,DEN,29,67,41,26,22.1,113,111.1,1.9,8.2,1.67,17.6,1.4,6.3,3.9,10.5,53,54.6,12.3,98.91,4.3,3047
132,Cam Thomas,BKN,20,67,32,35,17.6,106.3,112.7,-6.4,10.2,1.42,11.5,1.3,11.8,6.5,8.1,48,51.9,21.2,100.69,8.9,2476
132,Dewayne Dedmon,MIA,32,67,43,24,15.9,109.5,106,3.5,6.9,0.67,10.4,10,25.1,17.8,15.5,59.8,63.2,16.4,98.33,11.3,2169
132,Donovan Mitchell,UTA,25,67,41,26,33.8,117.6,111.7,5.9,26.7,1.79,17.4,2.4,9.6,6.1,9.7,53.3,57.2,32.2,98.77,13.5,4662
132,Furkan Korkmaz,PHI,24,67,44,23,21.1,108.8,108,0.8,12.9,2.65,18.6,1.5,10.4,6.1,7,46.9,50.2,17,99.33,7.6,2929
132,Giannis Antetokounmpo,MIL,27,67,45,22,32.9,115.9,107.9,8,30.4,1.77,17.8,6,26.7,16.8,10,58.2,63.3,34,103.12,21,4743
132,Isaac Okoro,CLE,21,67,34,33,29.6,112.4,109.3,3.1,8.3,2.09,17.8,3.7,6.5,5.2,8.5,54.4,58.9,12.3,97.54,5.7,4014
132,JaMychal Green,DEN,32,67,36,31,16.2,106.8,110.3,-3.5,8.4,1.04,12.1,7.3,18.7,12.9,11.7,53.7,58.7,16.8,99.32,9.3,2241
132,Jae Crowder,PHX,31,67,54,13,28.1,116.1,105.9,10.2,8,2.25,16.4,1.7,16,9.2,7.3,51.6,54.1,14.6,101.06,7.7,3966
132,Jalen Green,HOU,20,67,12,55,31.9,105.7,116.9,-11.3,13.2,1.3,12.9,1.5,8.8,5.1,9.9,50.8,54.7,23.4,102.5,8.5,4563
132,Josh Green,DAL,21,67,44,23,15.5,107.5,103.8,3.7,11,1.8,19.8,4.9,10.5,7.7,11.1,56.3,57.8,13,100.49,7.2,2170
132,Jrue Holiday,MIL,32,67,47,20,32.9,118.2,109.7,8.5,29.7,2.5,27.3,3.1,10,6.6,10.9,57,59.3,23.1,101.18,12.6,4666
132,Oshae Brissett,IND,24,67,19,48,23.3,110.8,116.8,-6,6.4,1.33,10.2,6.5,16.5,11.3,7.7,49.3,53,16.6,101.21,7.9,3288
132,Spencer Dinwiddie,DAL,29,67,38,29,29.6,108.4,109.4,-1,27,3.33,26.8,2.2,11.1,6.8,8,49.3,54.3,20.8,98.28,10.7,4052
132,Zach LaVine,CHI,27,67,37,30,34.7,112.5,113.4,-0.9,20.7,1.77,16.7,1,12.1,6.7,9.4,55.4,60.5,28.4,99.36,12.9,4827
147,Cameron Johnson,PHX,26,66,50,16,26.2,110.8,104.6,6.2,7.9,2.11,12.4,2.3,12.3,7.5,5.9,59.6,62.5,16.7,102.22,10.5,3680
147,Cedi Osman,CLE,27,66,37,29,22.1,107.5,109.2,-1.8,14.4,2.01,16.3,1.7,8,4.9,8.1,54.4,56.3,20.6,99.48,8.1,3028
147,Danilo Gallinari,ATL,33,66,35,31,25.3,116,112.6,3.4,8.6,2.66,12.5,2.1,16.1,9.2,4.7,52.8,57.9,18.2,99.77,9.9,3471
147,Grayson Allen,MIL,26,66,43,23,27.3,112.5,107.5,5,7.5,2.33,13.6,1.7,9.7,5.8,5.8,58.8,60.9,14.8,101.69,8.1,3842
147,Jaylen Brown,BOS,25,66,43,23,33.6,113.5,103.8,9.8,17.3,1.3,13.1,2.4,14.5,8.8,10.1,54.1,57.4,29.8,98.57,13.5,4563
147,Jevon Carter,MIL,26,66,39,27,13.7,107.3,110.3,-3,14.8,2.82,24.6,1.4,9.7,5.6,8.7,51.8,53.1,13.5,101.81,6.7,1922
147,Khris Middleton,MIL,30,66,44,22,32.4,115,109.6,5.4,24.6,1.88,21.3,1.9,13.6,7.9,11.3,52.2,57.7,25.5,102.88,12.2,4613
147,Killian Hayes,DET,20,66,21,45,25,102.6,112.9,-10.3,24.3,2.5,31.5,2,10.8,6.1,12.6,43.1,46.1,15.4,100.32,6.6,3437
147,Kyle Kuzma,WAS,26,66,29,37,33.4,108.2,114.3,-6.1,16.4,1.38,16.2,3.2,21.3,12.6,11.8,52,54.7,23.8,98.94,11.8,4541
147,Matisse Thybulle,PHI,25,66,43,23,25.5,110.9,107.2,3.8,6.3,1.92,17.4,2.6,6.4,4.5,9,57.5,59.4,9.5,97.32,5.7,3398
147,Rudy Gobert,UTA,30,66,42,24,32.1,114.1,104.5,9.6,5.2,0.61,8,11.4,31.2,21.7,13.2,71.3,73.2,16.6,99.23,17.7,4381
147,Troy Brown Jr.,CHI,22,66,37,29,16,109.3,111.7,-2.3,8.2,2.54,18.3,3.8,15.4,9.8,7.2,51,52.5,11.8,101.1,7.3,2225
