,PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE,POSS
12,Eric Bledsoe,NOP,31,71,31,40,29.7,113,114.8,-1.8,17,2.35,22.4,1.3,10,5.7,9.5,50.3,53.3,18.1,101.67,7.7,4479
12,Julius Randle,NYK,26,71,40,31,37.6,109.8,106.8,3,26.9,1.77,19.7,3.1,22.7,13.1,11.1,51.6,56.7,28.5,97.22,15.8,5398
12,Patrick Williams,CHI,19,71,30,41,27.9,106.3,113.5,-7.1,6.8,1.01,12.7,3.3,13.1,8.2,12.6,53.4,56.2,14.6,100.41,7.1,4151
12,Robin Lopez,WAS,33,71,34,37,19.1,107.9,109,-1.1,6,0.73,9,9.7,9.2,9.5,12.2,63.9,66.1,16.9,103.69,10.2,2933
12,Royce O'Neale,UTA,28,71,51,20,31.6,117.7,107.3,10.4,10.3,2.18,26.6,3.9,16.2,10.4,12.2,58,59.9,9.5,99.48,7.4,4639
12,Rudy Gobert,UTA,29,71,52,19,30.8,116.8,100.9,15.9,5.9,0.75,9.4,11,28.8,20.5,12.4,67.5,68.3,16.6,101.32,16.5,4613
12,Solomon Hill,ATL,30,71,41,30,21.3,111.6,110.6,1,6.5,1.79,17.2,2.8,11.1,7,9.7,47.3,49.8,10.2,99.93,4.5,3148
21,Brook Lopez,MIL,33,70,46,24,27.2,117,110.2,6.8,3.3,0.78,6.1,5.4,11.5,8.6,7.9,57.7,61.1,16.6,103.68,8.5,4123
21,Bryn Forbes,MIL,27,70,45,25,19.3,113.4,110.8,2.7,4.5,1.02,7.1,0.8,6.9,3.9,6.9,61.8,63.1,18,104.16,7.6,2949
21,Chris Paul,PHX,36,70,49,21,31.4,115.3,108.8,6.5,40.5,3.99,35.9,1.2,13.1,7.3,9,55.7,59.9,22.1,98.92,15,4539
21,Jae'Sean Tate,HOU,25,70,17,53,29.2,108,111.8,-3.8,12.7,1.82,18.4,6,11.8,8.8,10.1,55.4,57.6,16.1,102.71,8.3,4360
21,Kelly Olynyk,HOU,30,70,26,44,28.5,110.7,113.2,-2.5,15.1,1.61,18.5,4.3,19.6,12,11.5,57.4,61,19,101.02,11.2,4205
21,Naz Reid,MIN,21,70,22,48,19.2,102.7,112.4,-9.7,8.8,1.04,9.1,5.4,17.3,11.1,8.7,57.6,59.9,21.8,104.06,11.3,2915
21,Nikola Vucevic,CHI,30,70,26,44,33.5,106.6,113.6,-7,20.7,2.13,14.5,5.9,28.9,17,6.8,54,56,29.2,99.15,16.8,4849
21,Robert Covington,POR,30,70,42,28,32,118.6,113.8,4.8,6.6,1.83,16.3,2.6,18.3,10.2,8.9,53.3,55.3,11.4,99.68,7.2,4649
21,Saddiq Bey,DET,22,70,19,51,27.3,105.6,111.2,-5.6,7.7,1.58,10.5,2.2,14.5,8.2,6.6,53,56.7,18.2,99.47,9.2,3960
21,Tim Hardaway Jr.,DAL,29,70,42,28,28.4,114.3,112.3,2.1,9.8,1.97,10.7,1,10.1,5.6,5.5,56,58.9,23,98.62,10.2,4073
21,Tyus Jones,MEM,25,70,36,34,17.5,104.9,107.8,-2.8,30.5,5.4,35,1.6,9.3,5.4,6.5,48.5,51.1,16.5,101.08,11.3,2569
32,Carmelo Anthony,POR,37,69,39,30,24.5,115.1,115.8,-0.6,9.7,1.7,10.3,1.7,10.7,6,6,50.6,54.7,22.8,99.23,8.8,3493
32,Coby White,CHI,21,69,30,39,31.2,108.6,111.3,-2.7,21.8,2.1,22.7,1.3,11.6,6.5,10.8,50.6,54,21.9,101.62,8.8,4572
32,Danny Green,PHI,34,69,46,23,28,114.5,107.4,7.1,8,1.76,15.8,2.9,10,6.6,9,57.3,58.2,13.8,101.26,7.3,4090
32,Deandre Ayton,PHX,22,69,48,21,30.6,117.1,110.8,6.3,6.6,0.96,10.3,11.7,23.6,17.9,10.7,62.9,65.3,17.9,98.05,13,4320
32,Dwight Howard,PHI,35,69,46,23,17.3,103.9,106.3,-2.4,7.6,0.54,10.7,14.8,30.9,22.8,19.7,59.6,61,17.3,101.16,13,2517
32,Jakob Poeltl,SAS,25,69,32,37,26.7,112.2,109,3.2,9.6,1.61,19.3,11.4,17.3,14.3,11.9,61.6,61.2,13,99.84,10,3831
32,Joe Harris,BKN,29,69,45,24,31,117.4,110.6,6.9,8.1,2.1,14.1,2.1,9,5.7,6.7,65.4,66.3,15.7,102.03,8.5,4569
32,Keldon Johnson,SAS,21,69,32,37,28.5,110,113.8,-3.8,8.7,1.55,12.3,4.5,16.3,10.3,7.9,52.2,55.7,18.9,100.04,9.1,4093
32,Kevin Huerter,ATL,22,69,40,29,30.8,113.2,111.6,1.7,16.1,3.05,22.4,1.7,9,5.3,7.3,52.8,54.1,16.7,99.5,7.7,4406
32,Kyle Anderson,MEM,27,69,36,33,27.4,110.3,108.7,1.6,18.2,2.91,23.2,2.6,17.3,9.9,8,54,57.8,18.1,102.34,12.1,4018
32,Montrezl Harrell,LAL,27,69,41,28,22.9,107.3,105.9,1.4,7.8,0.99,8.5,10,16.7,13.4,8.6,62.2,65,21.1,99.78,15.2,3283
32,Norman Powell,POR,28,69,32,37,32,114.3,112.5,1.8,8.9,1.08,10.1,1.8,7.9,4.8,9.3,57,61.8,22.1,101.07,9.6,4642
32,Pat Connaughton,MIL,28,69,44,25,22.8,114.3,107.3,6.9,6.4,2.45,15.6,3.9,15.2,9.8,6.4,56.5,57.8,11.3,104.8,7.9,3431
32,T.J. McConnell,IND,29,69,33,36,26,112.5,110,2.5,33.7,3.38,41.4,3,10.6,6.8,12.3,57.4,58.3,14.9,103.73,11.9,3869
32,Terry Rozier,CHA,27,69,32,37,34.5,110.9,112.9,-2,19.3,2.29,18,1.9,10.5,6.1,7.9,54.8,57.5,23.8,99.64,11.3,4953
47,Derrick Favors,UTA,29,68,49,19,15.3,114.1,111.6,2.6,5.9,1.22,12.3,13,22.7,17.8,10.1,63.8,66.3,12.5,101.18,11.1,2182
47,Desmond Bane,MEM,23,68,36,32,22.3,110.1,109.7,0.4,10.5,2,17.1,1.9,11.6,6.6,8.5,58.6,60,15.5,101.71,8,3218
47,Isaiah Stewart,DET,20,68,20,48,21.4,105.5,107.4,-2,6.4,0.88,10.3,10.5,19.3,14.9,11.7,57.8,59.7,15,99.66,10.8,3020
47,Jalen Brunson,DAL,24,68,40,28,25,113.7,108.7,4.9,21.5,2.99,23.7,1.6,11.7,6.7,7.9,58.8,61.8,19.6,98.84,12.3,3490
47,Jeff Green,BKN,34,68,44,24,27,116.1,112.8,3.3,8,2,14.1,1.9,11.6,7,7.1,59,62.4,15.4,101.65,8.3,3880
47,Jordan Clarkson,UTA,29,68,49,19,26.7,115.8,108,7.8,14.9,1.46,11.9,2.5,11.7,7.2,8.2,52.2,54.9,28.6,100.87,11.5,3821
47,Khris Middleton,MIL,29,68,45,23,33.4,116.7,110.5,6.2,22.7,2.08,21.6,2.3,14.3,8.5,10.4,54.6,58.8,24.5,103.55,12.3,4887
47,Kyle Kuzma,LAL,25,68,40,28,28.7,104.8,105.4,-0.6,10,1.12,12.2,5.4,15.7,10.5,10.9,53.3,54.6,19.8,99.72,9.7,4070
47,Patty Mills,SAS,32,68,31,37,24.8,107.8,106.4,1.4,14.2,2.45,18.7,1,5.3,3.2,7.6,54.4,57,17.7,101.97,7.9,3568
47,Ricky Rubio,MIN,30,68,23,45,26.1,109.3,114.3,-5,33,3.9,39.2,1.4,11,6,10,45.4,51.6,15.5,103.33,9.8,3816
47,Thaddeus Young,CHI,33,68,30,38,24.3,114.2,110.1,4.1,25.3,2.12,25.7,10.5,15.4,13,12.1,56.8,57.8,21.6,100.03,12.8,3445
58,Damian Lillard,POR,30,67,39,28,35.8,119.6,115.6,4,33.4,2.49,22.5,1.2,10.4,5.7,9,55.4,62.3,30.6,100.4,15.8,5014
58,Dejounte Murray,SAS,24,67,32,35,31.9,111.8,109.5,2.3,24.6,3.1,24,2.6,19,10.8,7.7,48.5,50.9,23.1,100.02,12.4,4452
58,Devin Booker,PHX,24,67,48,19,33.9,118.6,111.4,7.2,20,1.4,14.9,1.6,10.8,6.4,10.6,53.3,58.7,31.9,98.5,12.5,4656
58,Dillon Brooks,MEM,25,67,36,31,29.8,113.9,109.4,4.5,11.2,1.32,11.3,2.6,6.9,4.7,8.6,48.1,51.5,25.6,102.16,6.6,4233
58,Isaac Okoro,CLE,20,67,20,47,32.4,104.6,113.4,-8.7,8.6,1.49,15.2,3.1,6.6,4.8,10.2,47.6,51.4,14.2,98.07,4.4,4431
58,Joe Ingles,UTA,33,67,47,20,27.9,116.7,104.9,11.8,23.8,2.72,30.7,1.4,10.8,6.3,11.3,65.2,67.2,16.2,101.08,11.2,3926
58,Kent Bazemore,GSW,31,67,35,32,19.9,110.5,104.6,5.9,10.8,1.32,17.5,1.9,14,8.1,13.3,54.5,56.4,15.9,103.77,7.5,2881
58,Kentavious Caldwell-Pope,LAL,28,67,39,28,28.4,110.5,107.3,3.3,9.1,1.92,17.2,1.5,8.1,4.8,8.9,54.9,58.8,13.9,99.5,7,3947
58,Khem Birch,TOR,28,67,23,44,22.8,106.1,109.7,-3.6,8.5,2.02,15.6,10.1,13.8,11.9,7.7,51.4,55.2,13.3,99.71,8.9,3171
58,Nicolas Batum,LAC,32,67,44,23,27.4,117.1,108.2,8.9,10.5,2.79,23.3,2.9,14.3,8.8,8.3,59.7,61.7,11.6,98.52,8.8,3768
58,Reggie Jackson,LAC,31,67,43,24,23,116.7,109.3,7.4,18.5,2.77,22.8,1.6,10.7,6.3,8.2,55.4,57.6,19.5,99.08,9.1,3192
58,Terance Mann,LAC,24,67,45,22,18.9,112.4,109.7,2.7,11.4,2.6,19.4,4.4,14,9.3,7.5,56.3,60.3,14.4,99.93,9.1,2612
70,Aaron Holiday,IND,24,66,30,36,17.8,110.1,110.3,-0.2,13.9,1.86,18.5,1.2,6,3.6,9.9,46.7,50.3,18.9,104.34,5.7,2560
70,Bismack Biyombo,CHA,28,66,28,38,20.4,102.8,111.7,-8.9,8.7,1.14,18.5,9.4,15,12.1,16.2,58.7,57.4,11.3,99.47,6.8,2782
70,Bobby Portis,MIL,26,66,44,22,20.8,113.4,108.3,5.1,7.5,1.27,9.4,8.5,22.9,15.8,7.4,58.5,59.8,20.2,104.72,13.3,2986
70,Donte DiVincenzo,MIL,24,66,44,22,27.5,117.3,109.1,8.1,13.7,2.23,21.9,4.3,15.5,10,9.8,52.8,54.2,16.3,104.77,8.7,3953
70,Doug McDermott,IND,29,66,32,34,24.5,110.5,112.3,-1.8,7.5,1.6,10.1,3.6,9.6,6.6,6.3,61.6,63.5,19.4,103.7,9.6,3505
70,Kenrich Williams,OKC,26,66,21,45,21.6,104.8,111.1,-6.3,15.3,2,22.8,5.6,12.9,9.2,11.4,59.6,59.9,14.8,103.22,9,3073
70,Lou Williams,ATL,34,66,44,22,21.6,112.3,110.6,1.8,23.3,2.08,21.4,1.5,8,4.8,10.3,46.4,51.9,24.4,101.69,9.6,3025
70,Luka Doncic,DAL,22,66,40,26,34.3,116.6,112.7,3.9,42.5,2.02,23.6,2.4,20.2,11.5,11.7,55,58.7,35,99.4,17.9,4676
70,Miles Bridges,CHA,23,66,31,35,29.3,110.4,110.1,0.3,11.3,1.39,15.9,4.1,15.8,10,11.5,59.6,62.5,17,100.77,10.3,4047
70,Payton Pritchard,BOS,23,66,33,33,19.2,111.2,110.6,0.6,13.6,2.26,19.6,2.5,9.9,6.1,8.7,56.2,58.2,16.2,99.38,8.2,2636
70,Svi Mykhailiuk,OKC,24,66,13,53,20.1,103.8,112,-8.2,12.7,1.25,15.2,1.7,10.4,5.9,12.2,51.5,52.9,19,102.27,7.7,2823
81,Bruce Brown,BKN,24,65,45,20,22.3,115.9,112.4,3.5,9.9,1.93,16.4,8.1,15.4,12,8.5,57.6,60.4,15.7,100.24,9.8,3016
81,Daniel Theis,CHI,29,65,28,37,24.6,109.4,110.8,-1.3,9.7,1.64,15.7,5.7,16.4,11,9.6,59.3,60.9,15.4,99.75,9.5,3333
81,Facundo Campazzo,DEN,30,65,43,22,21.9,111.6,108.8,2.8,21.5,3.18,35.3,1.5,8.1,4.7,11.1,50.2,55.8,12.8,99.09,7.4,2940
81,Matisse Thybulle,PHI,24,65,46,19,20,109.3,104.7,4.6,6.4,1.97,18.3,2.3,7,4.7,9.3,50.8,50.8,9,101.86,5.3,2741
81,Reggie Bullock Jr.,NYK,30,65,38,27,30,109.7,107.2,2.5,7.2,2.2,13.8,0.8,10.2,5.6,6.3,58.7,60.6,14,97.29,7.4,3955
81,Russell Westbrook,WAS,32,65,30,35,36.4,109.2,110.4,-1.2,47.7,2.45,30.6,4.3,24.9,14.7,12.5,47.4,50.9,29.5,107.18,16.4,5279
81,Talen Horton-Tucker,LAL,20,65,39,26,20.1,105.8,104.7,1,20.9,1.72,21.9,1.9,10.4,6.3,12.7,49.6,53.6,21,100.77,9.4,2731
81,Theo Maledon,OKC,20,65,20,45,27.3,97.2,113.6,-16.5,19.7,1.61,21.8,1.2,10.1,5.5,13.6,45.4,48.9,18.8,103.27,6.3,3829
89,Alex Len,WAS,28,64,30,34,15.3,106.9,111,-4,6.9,0.89,11.3,7.7,17.4,12.6,12.6,62.9,64.3,16.1,106.79,9.7,2173
89,Anfernee Simons,POR,22,64,37,27,17.3,115.2,114.4,0.8,11.7,2.07,15.9,1.2,10.9,5.9,7.7,56.9,58.9,18,98.83,7.9,2284
89,Bam Adebayo,MIA,23,64,34,30,33.5,110.2,109.6,0.6,26.7,2.05,23.6,7,20.4,13.9,11.5,57.1,62.6,23.3,97.71,16.1,4361
89,Garrison Mathews,WAS,24,64,32,32,16.2,107.7,113.4,-5.6,3.2,2.6,8.4,1.5,6.5,4,3.2,57,63.5,11.1,106.43,5.2,2299
89,Immanuel Quickley,NYK,22,64,37,27,19.4,111.6,104.5,7.1,16.4,2.19,15.3,2,8.6,5.4,7,49.7,55.7,24.6,97.18,10.3,2519
89,Jarred Vanderbilt,MIN,22,64,18,46,17.8,108.1,109.2,-1.1,9.1,1.43,18.6,9.6,21.1,15.3,13,60.8,61.2,11.8,103.75,10.7,2451
89,Jayson Tatum,BOS,23,64,34,30,35.8,114.8,111.8,3,19.6,1.61,14.5,2.1,18.8,10.2,9,53,57.6,29.8,99.74,15.2,4767
89,Nerlens Noel,NYK,27,64,35,29,24.2,109.2,108.5,0.7,4.1,0.71,12.6,9.4,16.4,13,17.8,61.4,63.8,9.2,96.74,8.2,3106
89,P.J. Washington,CHA,22,64,31,33,30.5,110.4,109.8,0.6,12,1.26,15.5,4.5,16.3,10.3,12.3,52.2,54.9,19.1,100.16,8.9,4081
89,Raul Neto,WAS,29,64,30,34,21.9,109.3,110.3,-1,14.1,2.75,21.3,1.9,8.7,5.3,7.7,53.9,57.5,15.5,106.03,8.6,3104
99,Andre Iguodala,MIA,37,63,37,26,21.3,105.6,108.1,-2.5,15.3,2.12,30,3,13.4,8.3,14.1,50.4,51.9,10.9,97.82,7.2,2722
