,PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE,POSS
315,George Hill,IND,37,46,27,19,18.1,108.8,106.9,1.9,17.8,3.24,33.1,1.7,7.7,4.8,10.2,57.2,61,11,102.27,7.9,1779
315,Joe Ingles,MIL,35,46,32,14,22.7,114.9,112.4,2.5,18.1,2.73,32.5,1.2,10.2,5.8,11.9,60.3,61.6,12.2,104.12,7.6,2274
315,Justin Holiday,DAL,34,46,18,28,15.4,104.8,113.9,-9.1,8,1.86,15.2,0.7,6.7,3.7,8.1,49,49.4,13.2,104.48,3.7,1542
315,Kai Jones,CHA,22,46,13,33,11.9,105.3,108.4,-3.1,4.1,0.48,8.6,6.5,14.6,10.6,17.7,57.5,59.7,12.1,102.09,7.3,1171
321,Brandon Ingram,NOP,25,45,23,22,34.2,115.5,112.5,3,27.7,1.77,19.3,1.5,14.5,8.1,10.9,52.2,58.2,30.6,98.87,14.4,3169
321,Davis Bertans,DAL,30,45,20,25,10.9,110.6,114.8,-4.3,6.5,2.1,10.7,2,8.6,5.3,5.1,60.3,61.8,15.5,100.33,6.9,1031
321,James Wiseman,DET,22,45,11,34,19.3,104.7,121.9,-17.2,5.7,0.59,6.5,8.4,23.1,15.6,11,56.3,58.9,21.2,101.29,10.4,1825
321,Ty Jerome,GSW,25,45,22,23,18.1,110.7,116.3,-5.6,23.3,4.5,31.9,0.9,9.1,4.9,7.1,56,59.4,14.7,102.32,9.2,1741
325,Dean Wade,CLE,26,44,30,14,20.3,109.7,103.2,6.5,5.6,2.18,15.4,2.3,14.6,8.5,7.1,54,55,10,98.09,6.1,1817
325,Theo Maledon,CHA,22,44,14,30,19.4,106.9,115.8,-8.9,24.7,2.58,30.6,1.6,12.8,7.1,11.9,45.7,51.5,16.6,102.36,9.1,1827
327,Darius Bazley,PHX,23,43,19,24,14.3,105.5,109.2,-3.6,8.8,1.41,13.6,5.3,15.7,10.6,9.6,50.8,52.4,16.5,101.93,8.8,1298
327,Davon Reed,LAL,28,43,29,14,8,97.5,111.7,-14.1,9.9,1.15,16.5,3.1,14.6,9,14.4,43.5,47.1,14.2,102.29,4.6,732
327,Ish Smith,DEN,34,43,25,18,9.3,102.3,107.5,-5.3,35.2,2.27,36.1,1.4,11.6,6.8,15.9,40.5,40.7,18.7,101.21,7.2,843
327,Jeremiah Robinson-Earl,OKC,22,43,16,27,18.9,112.9,113.8,-0.9,6.9,2.26,13,8.2,12.9,10.5,5.8,51.8,54.8,14.3,103.67,7.6,1760
327,Jordan McLaughlin,MIN,27,43,22,21,15.8,111.7,105.9,5.8,26.4,4.48,44.3,2.2,6.5,4.4,9.9,50.3,52.6,11.2,106.51,8.6,1504
327,Mark Williams,CHA,21,43,18,25,19.3,105.6,110.3,-4.7,3.3,0.45,5.1,10.6,23.2,17,11.4,63.7,65.9,16.8,102.35,13.3,1767
327,Romeo Langford,SAS,23,43,14,29,19.6,107,115.5,-8.5,8,1.67,13.7,6,6.7,6.3,8.2,49.8,52.4,14.8,103.64,5.9,1812
327,Sandro Mamukelashvili,SAS,24,43,23,20,15.3,106.3,116.4,-10.1,13.4,1.77,17.6,9.3,17.8,13.2,9.9,48.7,51.6,17.7,102.34,9.1,1419
335,Ben Simmons,BKN,26,42,24,18,26.3,114.7,112.5,2.1,29.5,2.64,41.9,4,18.6,12,15.9,56.6,55.9,14.2,100.08,10.1,2300
335,Cameron Johnson,BKN,27,42,25,17,28.6,115.3,108.7,6.6,9.9,2.11,12.2,2.9,12,7.6,5.8,57.9,61.7,20.2,99.02,11.3,2471
335,Duncan Robinson,MIA,29,42,19,23,16.4,108.8,113.8,-5,10.1,1.64,14.3,1.2,9.4,5.2,8.7,50.4,53.4,17.2,98.82,4.9,1428
335,Isaiah Roby,NYK,25,42,9,33,11.3,102.5,112.9,-10.4,11.4,1.23,15.8,4,18.8,11,12.9,49,49.7,17.3,104.03,7,1025
335,JaVale McGee,DAL,35,42,20,22,8.4,106.1,113.4,-7.3,5.1,0.31,5.8,8.6,19.9,14.5,18.9,64.8,65,21.4,102.22,10.5,754
335,Juancho Hernangomez,TOR,27,42,20,22,14.6,114.3,113.8,0.5,5.1,1.67,15.5,4.2,16.9,10.1,9.3,49.6,50.4,9.2,99.21,5.6,1271
335,Marvin Bagley III,DET,24,42,7,35,23.6,107.3,117.9,-10.6,5.8,0.78,7,9.1,17.9,13.3,9,55.4,58.7,20.2,100.15,11.2,2062
335,Richaun Holmes,SAC,29,42,22,20,8.3,104.2,113.5,-9.3,4,0.64,7.6,8.2,14.9,11.5,11.8,64.6,66.8,13.2,102.47,7.8,742
335,Steven Adams,MEM,29,42,28,14,27,118.7,109,9.7,10.7,1.23,19.6,17.1,22.2,19.6,16,59.7,56.4,13.9,101.29,11.2,2396
335,T.J. Warren,PHX,29,42,26,16,16.4,112.8,108.4,4.4,8.1,2,11.6,3.8,13.1,8.6,5.8,53,55,18.5,102.51,9,1462
335,Victor Oladipo,MIA,31,42,23,19,26.3,110.1,111.5,-1.5,20.6,1.68,21.8,1.4,10.9,5.9,13,48.4,51.3,20.4,98.07,7.6,2258
346,Blake Griffin,BOS,34,41,27,14,13.9,116.5,106.6,9.9,14.2,2.77,27,7.9,19.5,13.5,9.7,57.3,59,12.5,99.86,8.6,1178
346,Damian Jones,UTA,28,41,12,29,11.6,103.6,112.6,-9,4.4,0.65,10.9,7.8,15.2,11.5,16.8,69.8,71.9,10.2,104.87,8.1,1048
346,Lindy Waters III,OKC,25,41,20,21,12.9,115.2,104.8,10.5,7.1,2.8,12.6,2.8,10.3,6.5,4.5,55.6,57.3,14.8,103.31,7.3,1150
346,Max Christie,LAL,20,41,19,22,12.5,106.1,113.2,-7.1,5.4,1.62,14.2,1.2,12.6,6.8,8.8,53.8,56.6,10,103.55,5.8,1106
350,Cam Reddish,POR,23,40,14,26,24.7,108.9,117.8,-9,8.5,1.21,12.7,1.7,7,4.3,10.5,51.8,56.1,16.6,101.35,6.4,2087
350,Eugene Omoruyi,DET,26,40,10,30,16.1,111.2,113.1,-1.9,6.5,0.82,8.7,6.5,11,8.6,10.6,49.8,53.3,19.2,99.3,6,1328
350,Keon Johnson,POR,21,40,13,27,10.4,103.2,119.3,-16.2,22.6,1.37,19.7,2.5,8.6,5.4,14.4,45.5,48.2,23.7,102.72,5.9,887
350,Landry Shamet,PHX,26,40,19,21,20.2,109.9,107.7,2.2,16.7,2.58,20.6,1.3,7,4,8,50.2,53.7,18.6,100.77,7.5,1694
350,Patty Mills,BKN,34,40,18,22,14.2,111.2,117,-5.8,13.6,1.87,18.2,1.4,6.2,3.7,9.8,52.9,55.4,18.2,103.51,6.9,1224
350,Theo Pinson,DAL,27,40,19,21,8.1,108.6,116.2,-7.6,19.6,3.83,30.5,2.9,16.3,9.4,7.9,48.3,51.2,13.6,103.82,7.3,700
356,Bruno Fernando,ATL,24,39,13,26,10.4,105.1,114,-8.9,11.7,1.24,16.2,12.3,19,15.7,13.1,52.7,57.1,15.9,100,9.6,844
356,DeAndre Jordan,DEN,34,39,23,16,15,107,115.4,-8.4,8.4,0.71,15.6,9.4,25.2,17.6,22,77,73.1,13.4,100.16,10.7,1215
356,Ousmane Dieng,OKC,20,39,20,19,14.6,110.3,107.4,2.9,10.8,1.77,17.5,3,14.1,8.5,9.9,49.2,50.5,15.4,102.67,7.4,1218
359,Dalen Terry,CHI,20,38,19,19,5.6,104.8,101.5,3.3,15.7,2.75,19.6,5.6,11.7,8.7,7.1,49.3,52.3,17.3,102.64,9.1,456
359,Devin Vassell,SAS,22,38,12,26,31,107.1,118.8,-11.7,17.3,2.39,16.5,0.6,12.5,6.2,6.9,52.5,55,24,103.67,10.8,2546
359,Dewayne Dedmon,PHI,33,38,23,15,11.2,99.3,110,-10.6,10.8,1.04,11.7,7.5,23.1,15.1,11.2,55,57.7,19.5,102.48,10.4,897
359,Goga Bitadze,ORL,23,38,13,25,12,109.2,105.4,3.7,12.2,1.77,19,12.3,16.7,14.4,10.7,57.6,58.2,14.7,100.3,10.5,950
359,Nathan Knight,MIN,25,38,19,19,7.7,109.6,111.9,-2.3,6.5,0.62,9.2,7.2,11.8,9.4,14.9,61.7,65.5,17.7,106.24,7.6,646
359,Willy Hernangomez,NOP,29,38,23,15,12,108.5,106.8,1.7,11.4,0.85,11.4,11.8,26.2,18.8,13.5,53.6,61,22.2,104.25,14.1,995
365,Admiral Schofield,ORL,26,37,14,23,12.2,104.7,113,-8.3,10.3,1.94,17.3,4.7,9.2,6.8,8.9,54.9,58.7,13.9,100.15,5.5,941
365,Andrew Wiggins,GSW,28,37,19,18,32.2,116.2,110.9,5.2,10,1.77,12.3,5,10.1,7.6,6.9,55.7,56.4,21.2,103.74,8.8,2565
365,Blake Wesley,SAS,20,37,9,28,18.1,103.3,116.7,-13.4,20.1,1.51,24.6,1.6,10.1,5.7,16.3,36.7,39.3,18,104.74,3.1,1459
365,Furkan Korkmaz,PHI,25,37,24,13,9.6,105,103.7,1.4,9.1,0.92,12.7,1.7,9.9,5.9,13.9,51.4,55.2,17.6,103.06,7.3,755
365,Maxi Kleber,DAL,31,37,18,19,25.1,110.7,113.6,-2.9,7.9,1.93,19.7,3.3,11.6,7.4,10.2,57.1,59.2,10,98.84,5.6,1920
365,Robin Lopez,CLE,35,37,25,12,8.1,102.3,111,-8.7,10.5,0.76,15.1,7.5,9.7,8.6,19.8,65.3,67.5,15.6,99.38,7,616
365,Thanasis Antetokounmpo,MIL,30,37,25,12,5.6,93.6,120.1,-26.6,11.5,1.25,17.9,7.5,13.9,10.8,14.3,43.5,45.8,13.8,104.63,4.1,452
365,Ziaire Williams,MEM,21,37,21,16,15.2,106.9,112.2,-5.2,8.6,0.95,12.6,2.8,10.5,6.7,13.4,49.2,51.1,17.8,102.8,5.2,1195
373,Frank Kaminsky,HOU,30,36,13,23,6.5,109.4,111.3,-1.9,19.4,3.56,28.6,2.9,20.7,11.3,8,59.5,63.5,14.6,102.08,10.7,502
373,Kennedy Chandler,MEM,20,36,22,14,7.8,103,108.4,-5.4,27.8,3.22,35.4,2.9,10.3,6.4,11,43.4,44,15,103.33,8.5,602
373,Kessler Edwards,SAC,22,36,17,19,10.7,118,115.8,2.2,7.3,1.77,16.9,5.9,10.2,8,9.6,47.8,50.2,11.9,102.22,4.4,816
373,LaMelo Ball,CHA,21,36,13,23,35.2,112.5,117.3,-4.7,35.2,2.36,25.3,3.1,14.7,8.7,10.8,51,54.1,28.9,104.37,12.2,2748
373,Moses Brown,BKN,23,36,17,19,8.2,111.5,108.1,3.5,2.1,0.27,2.7,16.5,26.2,21.1,10.2,63.5,60.7,18.8,101.75,13.3,626
373,Udoka Azubuike,UTA,23,36,17,19,10,103.2,114.9,-11.7,4.3,0.61,10,8.2,22.4,15.5,16.4,81.9,77.4,11.3,104.96,11.4,788
379,AJ Green,MIL,23,35,27,8,9.9,107.9,112.8,-4.9,9.2,2.44,14,1.6,10.5,6.1,5.7,60,60.7,15.9,102.9,7.6,744
379,Charles Bassey,SAS,22,35,9,26,14.5,109.1,111.5,-2.4,13.1,1.17,20,14,23.2,18.5,17.1,65.6,65.8,15.2,103.25,12.1,1090
379,Jake LaRavia,MEM,21,35,22,13,11.8,106.4,113.9,-7.6,6.8,1.17,15.2,4.4,10,7.2,13,51.6,53.1,11.7,102.42,4,879
379,KZ Okpala,SAC,24,35,19,16,7.1,106.4,105,1.5,6.5,1.86,21,2.8,10.2,6.6,11.3,51.3,55.4,8.1,106.83,3.1,543
379,Markieff Morris,DAL,33,35,17,18,10.1,111.2,109.5,1.7,11.4,1.72,18.6,3.7,15,9.7,10.8,53,55.3,15.9,106.59,6.6,787
379,Robert Williams III,BOS,25,35,24,11,23.5,116.3,105,11.4,8.6,1.47,18.5,12.4,20.9,16.8,12.6,74.7,74.2,11.3,100.19,13,1709
385,Aleksej Pokusevski,OKC,21,34,16,18,20.6,105.6,118.3,-12.7,13,1.49,17.2,5.8,16,10.6,11.5,51,52.2,17.9,103.79,8.5,1515
385,James Bouknight,CHA,22,34,9,25,15.2,102.6,110.9,-8.3,11.7,1.28,14.6,1.5,11.6,6.6,11.4,44.3,46.3,19.2,102.25,5,1095
385,John Wall,LAC,32,34,15,19,22.2,105,111.6,-6.6,38,2.23,27.5,1.8,9.6,5.8,12.4,45.6,49.7,25.9,102.65,10.2,1614
385,Kevon Harris,ORL,26,34,12,22,13.4,110,109.7,0.3,4.9,0.76,10,5.7,9.2,7.4,13.1,51.4,56.4,12.9,100.87,5.1,959
385,Matt Ryan,MIN,26,34,15,19,9.1,112.3,110.1,2.2,6.8,2.29,11.8,1.3,6.7,4.1,5.1,51.9,53.8,15.7,106.39,4.7,690
390,Khris Middleton,MIL,31,33,25,8,24.3,114.9,108.8,6.1,28.8,2.3,24.1,3.4,12.2,8,10.5,49.9,55.1,25.9,105.32,12.3,1768
390,Ricky Rubio,CLE,32,33,23,10,17.2,107.2,104.2,3,29.5,3.71,33.8,1.5,11.2,6.2,9.1,40.2,44.2,17.2,98.21,8.4,1163
392,Javonte Green,CHI,29,32,13,19,15,112.4,106.5,5.9,6.2,1.15,13.5,5.7,11.9,9,11.8,62.5,64.6,12.8,102.3,8.2,1018
392,Matthew Dellavedova,SAC,32,32,19,13,6.6,98.3,107.1,-8.8,27.9,4.1,39.4,0.5,5.4,3,9.6,43,44.3,12.2,106.81,5.1,469
392,Rodney McGruder,DET,31,32,4,28,16.4,111.5,114.9,-3.5,7.1,2.55,13.9,3.5,10.9,7,5.5,54.3,56.6,13.5,101.01,6.7,1100
392,Svi Mykhailiuk,CHA,26,32,16,16,14.6,109.6,108.5,1,16.7,2.21,19.9,3.2,7.9,5.6,9,56.6,58.4,19.1,101.51,9.2,994
396,Boban Marjanovic,HOU,34,31,7,24,5.5,114.6,96.1,18.5,7.9,0.64,9.7,12.1,22.6,17.5,15.1,68.3,71,20.6,100.17,17,357
396,Dalano Banton,TOR,23,31,17,14,9,104.4,110.9,-6.5,20.2,2,18.5,3.6,13,7.9,9.2,48.1,50.5,22.9,101.15,9.5,589
396,Duane Washington Jr.,NYK,23,31,17,14,12.7,107.4,107.9,-0.5,26,1.85,17.4,0.4,8.5,4.2,9.4,44.5,45.8,29.8,102.14,8,837
396,Gorgui Dieng,SAS,33,31,3,28,11.6,99.6,118.2,-18.6,22.1,1.66,25.5,6.3,22,13.5,15.4,47.4,49.3,17.7,103.07,7.6,765
396,Jae'Sean Tate,HOU,27,31,7,24,21.9,107.5,114.8,-7.3,18.4,1.79,21.5,5.4,11.4,8.2,12.1,50.9,54.6,17.8,101.14,7.6,1432
396,Orlando Robinson,MIA,22,31,18,13,13.7,110.3,106.6,3.8,8.6,1.56,17.5,10.8,20.1,15.1,11.2,52.8,56.5,11.6,97.6,8.6,862
396,Patrick Baldwin Jr.,GSW,20,31,15,16,7.3,100.8,113.2,-12.3,8.3,1,8.2,0.4,18.8,9.1,8.2,54.1,54.6,22.7,102.65,9.2,487
396,Terry Taylor,CHI,23,31,13,18,8.5,113.2,108.8,4.5,5.2,1.11,10.1,8.8,7.6,8.2,9.1,55.3,55.7,12.9,105.41,5.9,575
396,TyTy Washington Jr.,HOU,21,31,6,25,14,104.9,111,-6.1,15.2,3.36,20.5,0.4,9.9,4.9,6.1,42.2,43.2,17,100.83,5.7,913
405,Stanley Johnson,SAS,27,30,5,25,15.6,111.5,118.5,-7,17.9,2.03,28.2,4.7,15,9.9,13.9,60.7,62.5,14.8,103.87,9.3,1007
406,Justise Winslow,POR,27,29,15,14,26.8,109.8,112.3,-2.6,17.7,2.28,27.8,6.2,12.3,9.3,12.2,44.4,46.6,13.9,98.9,6.3,1600
406,Karl-Anthony Towns,MIN,27,29,15,14,33,111.2,109.4,1.8,22.5,1.63,19.6,5,18.1,11.8,12.1,56.5,61.8,25,102.72,13.8,2049
406,Vit Krejci,ATL,23,29,15,14,5.7,107.7,109.5,-1.8,13.7,3.4,28.3,3.6,12.5,8,8.3,47.3,47.5,10.8,100.83,5.3,349
406,Wendell Moore Jr.,MIN,21,29,16,13,5.3,99.4,112.9,-13.5,16.2,2.25,25.4,2.5,8.6,5.6,11.3,44.2,46.5,13.9,108.48,6,342
406,Zion Williamson,NOP,22,29,17,12,33,116.2,108.4,7.8,23.1,1.34,16.5,6,14.8,10.4,12.3,61.5,65.2,28.8,102.17,17.1,2031
411,Dominick Barlow,SAS,20,28,5,23,14.6,105.2,115.9,-10.7,7.9,1.6,17.8,10,13.1,11.5,11.1,53.5,56.7,10.7,105.11,6.4,887
411,Johnny Davis,WAS,21,28,10,18,15.1,101.7,107.9,-6.2,10,1.65,12.3,2,12.5,7,7.5,43.6,44.6,19.2,102.68,5.1,905
411,Luka Garza,MIN,24,28,15,13,8.7,121.4,119.4,2,10.3,1.29,10.5,13,12.8,12.9,8.2,60.3,65.2,24.5,106.48,11.1,543
414,Chuma Okeke,ORL,24,27,8,19,19.2,105.7,116.5,-10.8,10.1,2.18,19.9,4.9,13.2,9,9.1,45.9,48.8,12.1,100.31,6.3,1082
414,Derrick Rose,NYK,34,27,12,15,12.5,104.3,107.8,-3.5,20.8,2.09,19.8,2.2,8.2,5.3,9.5,44.3,46.3,22,103.78,7.6,729
414,Evan Fournier,NYK,30,27,15,12,17,109.1,113.8,-4.7,11.1,1.64,15.4,0.8,9.6,5.1,9.4,44.3,47.1,17.9,100.46,4.6,956
414,McKinley Wright IV,DAL,24,27,14,13,12.4,102.7,117.6,-14.9,27.5,3.05,31.9,2.6,10.9,6.7,10.4,51.5,53.6,16,100.36,9.1,698
418,Alex Len,SAC,30,26,15,11,6.2,106.6,100,6.6,9.9,0.75,18.2,14.3,19.4,16.9,24.2,53.3,58,13.2,108.5,7.5,362
419,Bryn Forbes,MIN,29,25,9,16,10.7,107.8,116.2,-8.5,8.7,1.42,14.4,1.5,4,2.7,10.2,44.6,49.7,15.5,103.9,3.5,580
419,Garrett Temple,NOP,37,25,16,9,6.5,100.3,105.5,-5.3,11.7,3.25,20.3,2.7,6.9,4.8,6.3,52.2,53.5,12.3,107.38,6.1,363
419,Jeff Dowtin Jr.,TOR,26,25,17,8,10.3,112.7,113.3,-0.6,15.4,6.2,32.3,2.2,6.9,4.4,5.2,48.2,50,10.6,96.95,6.7,520
419,Kira Lewis Jr.,NOP,22,25,11,14,9.4,115.2,104,11.2,13.7,2.3,17.6,2.1,10.9,6.7,7.6,54,58.4,19.2,101.62,9.6,500
419,Saben Lee,PHX,24,25,15,10,14.9,100.7,105.1,-4.4,27.8,2.79,28,3,8.2,5.5,10,45,51.7,18.4,103.51,9.7,808
424,Kenneth Lofton Jr.,MEM,20,24,15,9,7.3,103.3,116.7,-13.4,19.8,1.67,14.7,9.7,19.8,14.3,8.8,55.9,57.2,26.7,99.98,12.9,367
425,David Duke Jr.,BKN,23,23,10,13,9.9,105.2,111.5,-6.3,14.5,1.17,16.9,4.9,7.8,6.3,14.5,46.8,49.7,18.7,102.09,5,483
425,Justin Jackson,BOS,28,23,15,8,4.7,83,111.3,-28.3,14.5,4.5,23.1,1.7,11.9,7.1,5.1,35.2,35.9,12.2,101.21,5.2,223
425,Noah Vonleh,BOS,27,23,17,6,7.5,111.8,113.2,-1.4,5.1,0.64,16.3,11,17.4,14.3,25.6,47.9,50.2,9,100.82,2.4,357
425,Peyton Watson,DEN,20,23,13,10,8.1,101.6,113.5,-12,8.7,1.38,12.6,4.3,13.9,9.3,9.2,54.2,55.3,17.4,98.91,8.7,383
425,Trent Forrest,ATL,25,23,9,14,12,104.3,114.4,-10.1,18.6,2.53,33.3,1.8,11.7,6.7,13.2,41.7,42.4,11.6,101.47,5.5,586
430,Brandon Boston Jr.,LAC,21,22,9,13,11.3,106.8,114.5,-7.7,12.9,1.67,11.8,2.4,9.8,5.6,7.1,46.7,51.5,23.7,102.34,8.1,528
430,Gary Payton II,GSW,30,22,13,9,16.7,123.7,118.3,5.4,10.6,1.88,25.4,6.9,12.1,9.6,13.6,68.8,70.1,10.1,99.76,7.6,763
430,Kris Dunn,UTA,29,22,8,14,25.8,111.6,115.9,-4.3,31.5,3.54,31.2,1.5,14.8,8.2,8.8,57.6,60.6,19.5,105.21,13.3,1240
430,Mamadi Diakite,CLE,26,22,15,7,8,104.6,103.9,0.7,7,0.67,11.3,5.1,13.3,9.3,16.9,55,56,16.4,95.93,5.7,346
430,Moussa Diabate,LAC,21,22,10,12,8.9,109.2,112.4,-3.2,2.9,0.44,6.1,13.7,10.6,12.3,13.6,52.1,54.6,12.5,102.39,6.8,413
435,Khem Birch,SAS,30,20,9,11,8.1,110.6,107.8,2.8,6.3,0.88,14.3,5.1,11.8,8.3,16.3,60.9,62.9,11.3,98.02,5,329
435,Ryan Arcidiacono,POR,29,20,9,11,8.6,93.2,105.9,-12.8,19.5,3.29,34.3,0,9,4.2,10.4,35.1,35.1,10.6,104.72,2.6,380
437,John Butler Jr.,POR,20,19,4,15,11.6,100.6,116.7,-16.1,6.6,11,16.7,1.2,6.5,3.6,1.5,39.6,41.1,10.2,104.97,2.4,487
438,Jae Crowder,MIL,32,18,13,5,18.9,111,111.8,-0.8,10.2,3.86,20.3,4.6,13.4,9.2,5.3,60.6,62.4,12.5,104.63,9.6,743
438,Jamal Cain,MIA,24,18,10,8,13.3,108,102.5,5.5,7.6,2,12.9,6.4,14.2,10.5,6.5,61.4,64.7,13.9,102.78,11.4,511
438,James Johnson,IND,36,18,7,11,9,102.8,103.9,-1.1,13.5,1.88,19.7,2.2,17.3,9.1,10.5,48,48.6,15.2,104.51,5.5,352
438,Johnny Juzang,UTA,22,18,6,12,12.9,97.8,115.6,-17.7,5.1,2.67,6.8,2.9,12.2,7.3,2.6,40.9,41.1,18.7,105.09,4.9,510
442,Jack White,DEN,25,17,13,4,3.9,90.4,104.5,-14.1,9.3,2,15.4,8.6,17.7,12.9,7.7,50,51.7,13.3,97.41,8.7,135
442,Julian Champagnie,SAS,22,17,7,10,18.8,108.2,118.8,-10.6,4.3,0.91,6.4,2.7,14.7,8.5,7.1,58.1,60,18.1,104.51,8.6,697
442,Nerlens Noel,BKN,29,17,4,13,11.5,97.4,114.2,-16.8,7.4,0.77,15.6,4.7,18.9,11.4,20.3,37.5,42.4,11.3,105.4,4.6,426
445,Greg Brown III,POR,21,16,10,6,5.8,89.2,92.6,-3.4,5.5,0.5,7.1,1.9,17.5,9.4,14.3,41.1,42.1,17,104.67,4.7,204
445,Jaden Springer,PHI,20,16,13,3,5.6,108.8,110.9,-2.1,12.9,2.67,16,6.3,9.1,7.7,6,51.4,54.5,18.8,104.05,8.5,194
445,Keon Ellis,SAC,23,16,7,9,4.4,98,112.2,-14.3,13.6,6,23.1,5.6,6.3,6,3.8,62.5,62.9,12.4,99.57,6.7,147
445,PJ Dozier,SAC,26,16,11,5,5,94.1,107,-12.9,19.6,2,20.8,1.2,17.1,8.9,10.4,33.3,33.3,20.3,103.14,5.8,170
445,Serge Ibaka,MIL,33,16,11,5,11.6,101,107.6,-6.5,3.6,0.36,5.3,7.3,15.3,11.1,14.7,53.7,55.3,15.9,99.18,6.8,383
445,Tyrese Martin,ATL,24,16,10,6,4.1,106.7,104.4,2.3,4.4,1,7.1,6.5,10.9,8.5,7.1,41.3,44,16.4,99.6,5.4,135
451,A.J. Lawson,DAL,22,15,5,10,7.2,96.3,116.4,-20.1,3.2,0.67,3.8,4.6,15.2,9.1,5.8,61.4,58.9,18.9,105.96,7.6,240
451,Cody Zeller,MIA,30,15,6,9,14.4,108.8,119,-10.3,7.7,0.71,10.1,11.7,20,15.7,14.1,62.7,65.9,17.5,98.83,9.3,445
451,Dru Smith,BKN,25,15,7,8,10.6,100.3,109.1,-8.8,20.6,7.33,31,1.2,13.2,7.2,4.2,45.6,47.5,13.3,100.44,7.6,332
451,Josh Minott,MIN,20,15,7,8,6.4,116.3,105.9,10.4,6.5,1.67,10.4,5.4,19.4,12.8,6.3,52.8,58.2,17.6,109.99,10.6,221
451,Nikola Jovic,MIA,20,15,7,8,13.6,105.7,109.2,-3.5,7.6,1,10.3,4.3,11.9,7.9,10.3,46.4,53,18.5,99.19,7,422
451,Vince Williams Jr.,MEM,22,15,7,8,7,89.2,104,-14.8,6.2,0.8,8,3,12,6.7,10,35,36.7,17.6,102.57,2.4,223
457,Jared Rhoden,DET,23,14,2,12,14.1,114.9,110.6,4.3,2.8,1.33,7.4,5.5,13.5,9.4,5.6,44.3,48.2,10.6,98.85,4.1,409
457,Jason Preston,LAC,23,14,4,10,8.8,110,111.6,-1.6,30.7,2.7,34.2,1.4,17.5,8.4,12.7,50,48.9,16.6,102.38,9.4,261
457,Leandro Bolmaro,UTA,22,14,8,6,4.9,98.7,98,0.7,12.1,1,20.6,5.1,4,4.5,20.6,15,15,15.5,104.1,-5.5,149
460,Cade Cunningham,DET,21,12,3,9,33.3,111.2,117.3,-6.1,30.6,1.85,20.3,2.7,14.8,8.6,11,45.3,49.2,28.7,102.37,10.9,850
460,Isaiah Mobley,CLE,23,12,8,4,7,105.9,86.1,19.8,5.4,3,8.8,5.3,17.4,11.9,2.9,48.2,52.1,16.6,97.72,11.1,170
460,JD Davison,BOS,20,12,11,1,5.5,102.9,108.7,-5.8,23.4,2.75,31.4,3.3,9.3,6.7,11.4,47.4,47.8,15.7,101.54,6.9,140
460,Ryan Rollins,GSW,20,12,5,7,5.2,73.2,111.3,-38.1,21.4,0.38,13.3,4.3,15.3,9.3,35.6,42.5,50.8,26,104.78,0.9,138
460,Tony Bradley,CHI,25,12,5,7,2.8,106.1,96.2,9.9,4.2,1,6.3,2.9,27.8,15.7,6.3,62.5,69,17.4,115.81,14.7,82
465,Danny Green,CLE,36,11,6,5,12.6,104.5,110,-5.5,6.5,0.6,9.2,2.3,8,5.3,15.4,61.2,61.7,18.7,100.17,6.1,289
465,Jonathan Isaac,ORL,25,11,8,3,11.3,102,107.7,-5.8,8.5,1.5,9,9.9,25,16.5,6,47.2,48.3,19.8,99.46,15.3,255
465,Vernon Carey Jr.,UTA,22,11,8,3,2.6,74.6,91.9,-17.3,21.4,1.5,21.4,8.1,29.6,17.2,14.3,25,33.8,14.7,105.32,11,63
468,Buddy Boeheim,DET,23,10,2,8,9,105.9,103.2,2.7,5.9,0,12.5,2.2,4.3,3.2,0,25.9,28.7,13.1,99.57,-0.3,186
468,Jarrett Culver,ATL,24,10,5,5,13.7,108.5,114.1,-5.7,5.5,0.86,9.7,6.5,21.9,13.5,11.3,40.7,45.2,16.4,103.8,6.8,295
468,Xavier Cooks,WAS,27,10,2,8,12.6,114.8,107.3,7.4,6.1,0.75,12.8,11.3,15.2,13.3,17,60.7,58.6,12.7,108.76,7.8,284
471,Joe Wieskamp,TOR,23,9,6,3,5.5,93.5,92.5,1,8.3,3,16.7,0,6.8,3.2,5.6,32.1,32.1,11.5,103.92,0.6,108
471,Jordan Hall,SAS,21,9,1,8,9.2,94.9,108,-13.1,22,1.57,22,3.3,12.9,7.5,14,37.5,43.8,19.7,101.91,5.4,175
471,Kemba Walker,DAL,33,9,5,4,16,110.5,112.4,-1.9,21.6,4.75,21.3,2,9,5.4,4.5,48.2,54.3,21.5,97.4,10.3,294
471,Meyers Leonard,MIL,31,9,6,3,12.6,109.8,122.2,-12.5,1.2,0.17,2.5,10.3,19.5,14.8,15,60.3,65.2,14,103.18,6.8,246
471,Olivier Sarr,OKC,24,9,5,4,12.6,110.9,104.2,6.8,4.8,1,9.8,9,14.7,11.8,9.8,51.7,54.4,13,100.95,6.9,238
471,Omer Yurtseven,MIA,25,9,5,4,9.2,117.2,115.5,1.7,3.5,0.5,5.7,8.9,17.9,13.2,11.4,64.8,67.5,15.9,102.08,8.8,180
