,PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE,POSS
23,Corey Kispert,WAS,25,80,15,65,25.8,108.7,119.4,-10.7,11.1,1.6,14.1,1.4,9.1,5.2,8.8,60.2,62,19.1,103.61,8.4,4477
23,Dennis Schroder,BKN,30,80,30,50,31.1,112.6,115.4,-2.8,28.1,3.19,29.5,1.5,8.2,4.8,9.2,50.9,55,20.2,98.44,9.5,5106
23,Josh Giddey,OKC,21,80,56,24,25.1,119.6,111.5,8.2,25.2,2.3,26.6,5.8,19,12.7,11.6,52.3,54.7,22.3,102.32,12.2,4299
23,Moritz Wagner,ORL,26,80,46,34,17.7,113.9,110.8,3.1,10.9,0.99,11.6,8.7,16.8,12.8,11.7,63.6,67.6,22,98.73,13.9,2911
23,Paolo Banchero,ORL,21,80,46,34,35,111.9,111.9,0,25.4,1.74,18.5,2.9,17.8,10.1,10.6,49.7,54.6,29.2,98.2,13.5,5727
23,Pascal Siakam,IND,30,80,38,42,33.2,117.6,115.3,2.2,18.9,2.43,17.8,5.2,15.9,10.5,7.4,56.9,60.1,25,100.99,13.2,5587
23,Peyton Watson,DEN,21,80,56,24,18.6,109,109.7,-0.7,8.1,1.48,13.5,3.8,12.1,8.2,9.1,51.6,53.9,16,98.88,7.6,3043
30,Andre Drummond,CHI,30,79,37,42,17.1,114.1,113.3,0.8,4.1,0.46,5.3,18.7,33.1,25.7,11.6,55.6,57.6,20.1,97.97,15.5,2760
30,Anthony Edwards,MIN,22,79,54,25,35.1,115.8,108.5,7.3,24.1,1.68,16.8,2,13.1,7.8,10,52.2,57.5,31.4,98.18,14.5,5675
30,Bogdan Bogdanovic,ATL,31,79,35,44,30.4,116.3,114.4,1.9,14.7,2.21,16.2,2.1,9.2,5.5,7.3,53.7,56.9,21.8,101.32,9.2,5082
30,Brook Lopez,MIL,36,79,48,31,30.5,117.1,111.9,5.2,7.1,1.61,12.5,4.9,11,8.1,7.8,58.3,60.8,15.6,102.16,8.3,5137
30,Coby White,CHI,24,79,37,42,36.5,115,115.8,-0.7,20.4,2.44,21.4,1.5,11,6.2,8.8,53.4,57,22.4,97.52,9.9,5857
30,DeMar DeRozan,CHI,34,79,37,42,37.8,113.5,114.6,-1,22,3.12,19.4,1.4,10.1,5.7,6.2,50.7,58.4,25.2,97.94,12.9,6098
30,Kyle Anderson,MIN,30,79,55,24,22.6,110.1,105.1,5.1,26.4,3.64,36.1,3.4,11.6,7.6,9.9,47.2,51.3,14,99.95,9.7,3701
30,Luguentz Dort,OKC,25,79,54,25,28.4,119.9,112.1,7.8,6.1,1.53,12.4,3.5,8.9,6.3,8.1,55.7,59.3,15.2,101.99,6,4762
30,Malik Beasley,MIL,27,79,46,33,29.6,118.3,112.6,5.8,5.9,2,12,1.7,9.8,5.9,6,59.8,60.3,14.2,102.26,6.5,4981
30,Nikola Jokic,DEN,29,79,55,24,34.6,122.4,110.6,11.8,39.1,2.99,27.9,8.6,27,18.2,9.3,61.2,65,28.8,98.05,21.1,5599
30,Royce O'Neale,PHX,30,79,38,41,24.7,113.6,110.4,3.2,14.9,3,25.8,2.9,15.5,9.2,8.6,54.2,54.8,13.4,100.69,8.1,4093
30,Sam Hauser,BOS,26,79,62,17,22,121.3,107.1,14.2,6.2,2.56,12.1,2.5,12.2,7.5,4.7,62.3,62.9,14.6,98.48,8.6,3564
30,Tim Hardaway Jr.,DAL,32,79,49,30,26.8,115.7,115.8,-0.1,9.4,2.01,11.1,1,10.6,5.8,5.5,51,54.2,22,102.05,8.3,4516
43,Aaron Holiday,HOU,27,78,39,39,16.3,110.5,107.6,2.9,15.7,2.64,22.1,1.7,7.5,4.5,8.4,54.7,57.8,15.8,102.24,7.8,2706
43,Aaron Wiggins,OKC,25,78,55,23,15.7,115.6,110,5.7,9.6,1.54,15.6,5.2,9.5,7.5,10.2,64.5,66.4,16.3,100.83,9.6,2556
43,Cameron Payne,PHI,29,78,46,32,16.7,112.4,113.2,-0.8,22.2,3.11,26.3,1.6,7.3,4.4,8.5,54.1,56.6,18.5,100.61,8.3,2738
43,Collin Sexton,UTA,25,78,29,49,26.6,117,120.4,-3.4,28.3,2.32,22,3.3,6.4,4.9,9.5,54.9,60.7,26.7,101.71,12,4399
43,Dejounte Murray,ATL,27,78,34,44,35.7,116.8,119.5,-2.7,27.4,2.5,22.1,2.1,13,7.2,8.8,52.8,55.5,25.9,101.33,12.2,5879
43,Isaiah Joe,OKC,24,78,54,24,18.5,116.6,107.5,9.1,9.3,2.11,15.2,2.2,9.8,6.1,7.2,60.9,62.6,15.7,103.43,9,3144
43,Jeff Green,HOU,37,78,39,39,16.8,109.7,112.7,-2.9,7.9,1.52,12.8,3.3,9.9,6.5,8.4,52.9,59,15.2,100.77,7.6,2746
43,Jordan Poole,WAS,24,78,15,63,30.1,108.4,119.5,-11.1,21.2,1.82,19.1,1.3,7.4,4.3,10.4,49.1,52.9,25.6,104.7,7.6,5123
43,Kelly Olynyk,TOR,33,78,31,47,22.5,111.7,119.1,-7.3,27.5,2.28,32.3,6.1,16.9,11.6,14.1,61.6,66.1,17.1,102.01,11.6,3743
43,Ochai Agbaji,TOR,24,78,31,47,21,110.1,117.2,-7.1,6.8,1.3,13.8,4.4,8.3,6.3,10.6,48.3,49.7,13.1,101.56,4.6,3472
43,Taurean Prince,LAL,30,78,44,34,27,113.9,116.5,-2.6,7.3,1.63,15,1,9.5,5.4,9.2,56.6,57.9,13.4,102.61,5.6,4506
54,Jaden Ivey,DET,22,77,14,63,28.8,109.9,117.7,-7.7,19.6,1.56,18.6,3.8,8.1,5.9,11.9,49.2,53.6,24.4,101.74,7.6,4706
54,Jalen Brunson,NYK,27,77,49,28,35.4,121.2,112.6,8.6,31.5,2.79,20.5,1.5,8.8,5.1,7.4,54.3,59.2,31.1,96.68,15.6,5508
54,Jarrett Allen,CLE,26,77,46,31,31.7,115.5,110.7,4.8,12.8,1.74,16.3,10.3,23.1,16.8,9.4,63.4,66.4,19.1,98.66,14.9,5002
54,Keegan Murray,SAC,23,77,43,34,33.6,116.1,113.4,2.7,6.8,2.02,10.6,3.9,12.6,8.1,5.2,54.8,56.9,17.8,99.8,8.2,5378
54,Klay Thompson,GSW,34,77,41,36,29.7,115.8,116.1,-0.3,11,1.5,11.9,1.5,9.3,5.4,7.9,55.1,57.6,23.4,101.9,9,4858
54,Myles Turner,IND,28,77,45,32,27,120.6,115.5,5.1,6.5,0.92,8,5.6,19.8,12.8,8.7,58.7,62.6,23.4,102.52,11.6,4432
54,Tre Jones,SAS,24,77,21,56,27.8,110.9,111.8,-0.9,29.8,4.12,38.4,2.6,10.4,6.5,9.3,55.8,59.1,14.9,102.72,10.9,4585
61,Anthony Davis,LAL,31,76,45,31,35.5,116.5,114,2.6,15.1,1.67,13.8,9.3,25.2,17.6,8.3,56.7,62.1,26.1,102.06,16.8,5743
61,Ayo Dosunmu,CHI,24,76,37,39,29.1,111.6,114.9,-3.3,15.7,2.35,21.8,2.4,7.2,4.8,9.3,58.3,60.4,16.8,98.13,8.3,4520
61,D'Angelo Russell,LAL,28,76,46,30,32.7,116.5,113.9,2.6,26.1,3.08,26.8,1.2,7.9,4.7,8.7,56,58.8,22.3,102.96,10.3,5347
61,Derrick Jones Jr.,DAL,27,76,47,29,23.5,114,112.3,1.7,5.5,1.15,10.8,4.5,8.9,6.7,9.4,56.6,59.2,14.6,101.9,6.8,3781
61,Grant Williams,CHA,25,76,34,42,28,110.8,116.6,-5.7,11.4,1.6,18.4,4,11,7.5,11.5,56,58.8,15.7,99.74,6.5,4429
61,Herbert Jones,NOP,25,76,46,30,30.5,116.4,111,5.5,11.2,2.14,20.9,3.3,8.4,5.9,9.8,59.5,63.6,14.1,98.85,7.6,4767
61,Jabari Smith Jr.,HOU,20,76,39,37,31.9,111.9,113.8,-1.9,7.1,1.36,10.8,5.3,19.1,12.1,7.9,53.7,57.1,17.4,99.8,9.9,5045
61,Jusuf Nurkic,PHX,29,76,48,28,27.3,120.5,111.3,9.2,18.6,1.72,24.7,11.5,28.4,20.4,14.4,52.8,55.9,18.7,99.9,12,4327
61,Kentavious Caldwell-Pope,DEN,31,76,54,22,31.6,122.4,111,11.3,9,2.44,20.7,1.4,6.2,3.9,8.5,56.6,60.2,12.6,97.99,6.1,4910
61,Mike Conley,MIN,36,76,53,23,28.9,113.7,108,5.7,29,4.4,36.2,1.8,8.1,5.1,8.2,59.5,62.7,15.7,97.38,11.5,4460
61,Nikola Vucevic,CHI,33,76,36,40,34.3,112.5,115.7,-3.1,15.3,2.12,15.5,8,22.9,15.4,7.3,52.2,54,23.3,97.36,12.6,5287
61,Norman Powell,LAC,30,76,48,28,26.2,118,113,5.1,5.9,1.24,8.3,0.8,8.5,4.8,6.7,59.4,62.6,19.3,100.37,8.7,4162
61,Pat Connaughton,MIL,31,76,45,31,22.1,115.1,115.9,-0.8,12.3,3.29,27.7,3,11.2,7.1,8.4,55.3,57.4,10.6,101.34,6.6,3545
61,Rudy Gobert,MIN,31,76,53,23,34.1,114.6,106.6,8,5.7,0.86,10.1,11.8,25.6,19.1,11.7,66.1,67.5,15.2,97.22,13.6,5248
61,Spencer Dinwiddie,LAL,31,76,38,38,28.3,116.8,115.2,1.6,21.7,3.91,30.3,1.4,7.7,4.6,7.7,48.9,54.3,16.1,100.46,7.6,4503
76,Deni Avdija,WAS,23,75,14,61,30.1,109.7,116.2,-6.5,17.4,1.79,21,3.6,19.2,11.5,11.8,56,59.7,19.6,105.06,10.9,4936
76,Drew Eubanks,PHX,27,75,42,33,15.6,108.3,112.3,-4.1,7.9,1.03,15,9,17.6,13.5,14.6,60.7,64.5,12.9,99.66,9.9,2423
76,Grayson Allen,PHX,28,75,45,30,33.5,119,113.9,5.1,11.7,2.39,21.3,2.1,9.4,5.9,8.9,64.9,67.9,14.3,99.96,8.7,5232
76,Isaiah Hartenstein,NYK,25,75,47,28,25.3,120.3,110.3,10,12.7,2.02,26.6,12.9,20.1,16.5,13.2,64.5,67,11.6,97.89,11.3,3876
76,Jaime Jaquez Jr.,MIA,23,75,44,31,28.2,113.1,110.4,2.8,13.7,1.77,18.1,3.9,9.4,6.7,10.2,53.6,57.4,18.1,98.22,8.4,4319
76,Jalen Suggs,ORL,22,75,43,32,27,111.8,110.8,1,14.7,1.55,18.3,2.4,9.5,5.8,11.8,57.8,60.2,19.1,99.85,8.8,4212
76,Kevin Durant,PHX,35,75,44,31,37.2,118.1,113.3,4.8,21.3,1.55,16.9,1.6,15.5,8.9,10.9,58.1,62.6,28.3,100.24,14.8,5832
76,Keyonte George,UTA,20,75,27,48,27,109.6,118.9,-9.3,24.4,1.77,23.3,0.7,9.5,5.1,13.2,48.2,53.3,22.4,100.98,8.1,4264
76,Malaki Branham,SAS,20,75,18,57,21.3,105.9,117,-11.1,14.2,1.71,17.3,1.6,7.4,4.4,10.1,50.6,52.6,19.2,103.72,6.2,3449
76,Shai Gilgeous-Alexander,OKC,25,75,55,20,34,121,109.7,11.3,28.7,2.87,19.5,2.6,12.8,8,6.8,56.7,63.6,31.7,102.45,18.7,5447
76,Terance Mann,LAC,27,75,47,28,25,116.7,114.8,1.9,8.6,2.48,17,5,8.8,7,6.8,58.7,61.5,13.5,97.71,7.1,3804
87,Brandin Podziemski,GSW,21,74,41,33,26.6,117.5,111.6,5.9,17.6,3.1,27.7,5.8,14.9,10.4,8.9,52.9,54,14.9,100.27,9.4,4120
87,Brandon Miller,CHA,21,74,18,56,32.2,108.9,119.1,-10.2,11.4,1.33,12,2.5,11.2,6.7,9.1,52.4,55.2,23.5,98.38,8.3,4879
87,Daniel Gafford,DAL,25,74,30,44,24.5,113.9,116,-2.2,8.3,1.55,15.4,10.5,18.6,14.7,9.9,72.5,73.1,14.5,103.3,12.1,3897
87,De'Aaron Fox,SAC,26,74,42,32,35.9,116.6,112.3,4.3,24.4,2.15,17.8,2.4,10.4,6.2,8.3,53.4,56.7,30,101.71,12.8,5630
87,Jayson Tatum,BOS,26,74,57,17,35.7,121.7,110.5,11.2,21.1,1.94,16.7,2.6,18.7,11,8.6,55.2,60.4,29.6,98.64,15.5,5436
87,Jeremy Sochan,SAS,20,74,18,56,29.6,108.1,115,-7,16.1,1.78,20.3,6,15.3,10.6,11.4,48.3,51.3,18.7,101.92,8.2,4648
87,Jonathan Kuminga,GSW,21,74,40,34,26.3,115.1,112.2,2.9,12.3,1.34,12.8,4.7,12.6,8.7,9.6,56,59.8,23.7,101.96,10.9,4143
87,Julian Champagnie,SAS,22,74,19,55,19.8,109.1,113.5,-4.5,9.3,1.81,17.2,2.8,11.1,6.9,9.5,53.4,57,14,103.07,6.8,3152
87,Kevon Looney,GSW,28,74,43,31,16.1,115.4,114,1.4,14.8,2.66,29.4,11.6,22.2,16.9,11.1,59.7,62,11,99.5,10.2,2477
87,Paul George,LAC,33,74,48,26,33.8,121.2,112.1,9.1,15.7,1.71,14.8,1.6,13.8,8,8.7,56.9,61.3,26.4,97.47,12.6,5080
87,Precious Achiuwa,NYK,24,74,40,34,21.9,111.2,112.3,-1,8.8,1.17,13.9,11.1,18.2,14.5,11.9,52.9,54.5,15.8,96.4,9.5,3255
87,Stephen Curry,GSW,36,74,43,31,32.7,117.3,114.7,2.7,24.1,1.8,17.5,1.5,11.6,6.6,9.7,57.3,61.6,30.2,101.9,14,5163
99,Aaron Gordon,DEN,28,73,49,24,31.5,119.8,111.1,8.7,14.7,2.47,21.7,7.8,12.9,10.4,8.8,58.4,60.7,17.4,98.01,10.3,4697
99,Clint Capela,ATL,29,73,33,40,25.8,115.5,115.6,-0.1,6.7,1.23,10.4,15.7,23.2,19.2,8.5,57.1,59,16.7,101.78,12.1,3987
99,Damian Lillard,MIL,33,73,48,25,35.3,119.4,112.4,6.9,28.4,2.63,23.2,1.4,10.2,6,8.8,51,59,27.4,102.06,13.2,5486
99,Derrick White,BOS,29,73,58,15,32.6,122.4,109.9,12.5,20.9,3.37,27.1,2.2,10,6.3,8.1,57.8,61.1,18.3,99.48,10.6,4935
99,Fred VanVleet,HOU,30,73,38,35,36.8,114.6,111.6,3,31.2,4.67,32.4,1.2,8.9,5,6.9,52.7,56.8,19.4,99.44,11.8,5568
99,Giannis Antetokounmpo,MIL,29,73,45,28,35.2,119.8,113.2,6.6,31.4,1.9,19.6,7.7,23.7,15.9,10.3,62.4,64.9,32,102.1,19.7,5451
99,Jaden Hardy,DAL,21,73,44,29,13.6,108.1,114.5,-6.5,17,1.76,15.9,1.9,11,6.4,9.1,49.2,51.7,23.8,103.38,8.1,2136
99,P.J. Washington,DAL,25,73,30,43,30.4,112.8,115.6,-2.8,8.7,1.47,12.7,3.7,14.7,9.1,8.7,51.8,53.7,18.5,100.51,7.9,4649
99,Patrick Beverley,MIL,35,73,43,30,20,110.7,112.2,-1.6,20.5,3.26,30.5,3.3,12.5,7.9,9.4,49.7,53.9,14.1,98.44,8.6,2993
108,Aaron Nesmith,IND,24,72,41,31,27.7,119.3,115,4.3,6.7,1.69,12.5,3.2,10.3,6.9,7.4,60.6,63.1,15.8,102.47,7.1,4249
108,Cedi Osman,SAS,29,72,17,55,17.6,106,119.2,-13.2,13.1,2.53,20.8,1.8,12.2,6.8,8.2,59.1,60.1,14.6,104.29,7.7,2761
108,Davion Mitchell,SAC,25,72,41,31,15.3,109.5,112.1,-2.6,16.8,3.12,25.9,1.7,7.1,4.3,8.3,54,55.5,14.7,100.05,6.4,2302
108,Dillon Brooks,HOU,28,72,36,36,30.9,113.6,113.6,0,7.4,1.35,11.4,2.3,8.4,5.3,8.4,51.5,54.9,17.6,100,5.6,4630
108,Franz Wagner,ORL,22,72,44,28,32.5,112.5,108.2,4.3,18.3,1.96,16.5,3.1,13.7,8.4,8.4,52.5,57.5,25,98.46,13.1,4794
108,Jabari Walker,POR,21,72,18,54,23.6,107.1,116.5,-9.5,6.2,1.08,9.9,8.2,22.2,14.7,9.2,50,54.6,15.9,98.44,9.3,3484
108,Jaden McDaniels,MIN,23,72,48,24,29.2,114.2,110.4,3.8,6.7,1.16,11.9,2.8,7.8,5.4,10.2,55.7,57.1,15.6,97.36,5.6,4268
108,James Harden,LAC,34,72,46,26,34.3,120.9,115.2,5.6,33.8,3.32,35.1,1.5,13.4,7.7,10.6,54.1,61.2,20.2,96.87,13.1,4988
108,Jevon Carter,CHI,28,72,35,37,13.9,110,108.6,1.4,12.9,2.61,18.9,1,4.9,2.9,7.2,48.4,48.5,16.8,99.43,5.3,2078
108,Malik Monk,SAC,26,72,42,30,26,115.1,115,0.1,29,2.47,24.8,1.4,10.1,5.6,10,52.6,56.4,24.7,101.94,11,3979
118,Alex Caruso,CHI,30,71,34,37,28.7,110.9,110.6,0.3,16.7,2.42,26.4,3.1,10.3,6.7,10.9,59.3,61.3,14.6,99.21,8.9,4213
118,Andrew Wiggins,GSW,29,71,38,33,27,114.9,116.3,-1.3,8.7,1.37,11.1,5.5,10.5,8,8.1,51.1,54.4,20.6,101.06,7.8,4042
118,Bam Adebayo,MIA,26,71,40,31,34,110.1,109.3,0.8,19.3,1.72,17,6.7,24.2,15.4,9.9,52.9,57.6,24.7,97.43,15.2,4909
118,Gary Trent Jr.,TOR,25,71,24,47,28.1,113.7,118.2,-4.6,8.4,2.53,11.4,1.2,8.3,4.7,4.5,53.1,54.8,19.5,100.18,7.7,4159
118,Jalen Williams,OKC,23,71,51,20,31.3,117.7,108.9,8.8,20.2,2.62,21,1.7,10.2,6.2,8,59.2,62.1,23.2,102.94,12.3,4752
118,LeBron James,LAL,39,71,41,30,35.3,117.4,113.6,3.8,35.8,2.4,26,2.6,17.2,10.4,10.8,59.9,63,28.5,101.55,16.9,5305
118,Marcus Sasser,DET,23,71,11,60,19,107,115.7,-8.7,26.3,2.62,27.2,0.8,8.5,4.5,10.4,51.6,54.2,19.5,102.01,8.6,2871
118,Nic Claxton,BKN,25,71,27,44,29.8,108.4,114.1,-5.6,10.7,1.58,16.2,8.8,23.9,16.2,10.3,63,62.9,15.6,98.42,12.8,4323
118,T.J. McConnell,IND,32,71,40,31,18.2,118.8,115.2,3.7,40.6,3.61,34.9,2.8,12.5,7.6,9.7,57.2,58.6,22.9,103.62,15.2,2784
118,Victor Wembanyama,SAS,20,71,19,52,29.7,107.9,111.2,-3.2,21.3,1.05,14.6,7.4,27.3,17.4,13.9,51.9,56.5,31.2,103.4,16.2,4539
128,Amir Coffey,LAC,26,70,46,24,20.9,114.6,118,-3.4,6.8,2.3,15.5,2,8,5.1,6.7,57.1,60.4,11.9,100.74,5.9,3071
128,Jaxson Hayes,LAL,23,70,41,29,12.5,109.6,114.4,-4.7,5.1,0.77,11.6,8.3,14.9,11.8,15.1,72,71.8,12.1,103.15,7.9,1877
128,Jaylen Brown,BOS,27,70,52,18,33.5,120.2,111.6,8.7,16.5,1.5,13.9,3.7,11.9,8,9.3,55.7,58,28.3,99.94,11.6,4873
128,Kyle Kuzma,WAS,28,70,13,57,32.6,109.7,120.8,-11,20.1,1.54,15.6,2.6,17,9.8,10.1,52.1,54.7,29.5,103.56,11.4,4913
128,Luka Doncic,DAL,25,70,46,24,37.5,119.6,113.8,5.8,42.8,2.43,23.9,2.2,21.8,12.1,9.8,57.3,61.7,35.5,101.06,20,5524
128,Max Strus,CLE,28,70,43,27,32,115.3,109.7,5.6,16.6,2.53,24.4,3,11.7,7.4,9.6,53.3,55.3,16.7,99.71,8.1,4649
128,Tobias Harris,PHI,31,70,41,29,33.8,117,112.4,4.6,13.6,2.33,16.1,3.3,15.6,9.4,6.9,53.5,57.6,20.3,98.94,11.6,4880
128,Toumani Camara,POR,23,70,19,51,24.8,106.9,111.5,-4.6,7.2,1.04,13.3,7.3,11.9,9.5,12.9,51.6,54.7,13.4,99.35,6.5,3589
128,Tyrese Maxey,PHI,23,70,43,27,37.5,118.3,113.2,5.2,25.7,3.73,20.5,1.4,8.5,4.9,5.5,52.4,57.3,27.3,98.52,12.9,5400
128,Zion Williamson,NOP,23,70,42,28,31.5,114.5,111.6,2.9,25.6,1.82,19.1,5.5,12.7,9.1,10.5,57.3,61,28.5,101.34,14.5,4663
138,Anthony Black,ORL,20,69,39,30,16.9,108,108.9,-1,10.8,1.63,21.2,2.9,9.3,6.1,13,54,56,12.3,100.09,5.4,2423
138,Isaac Okoro,CLE,23,69,41,28,27.3,113.1,110.7,2.4,9.5,2.44,18.3,3.6,7.2,5.4,7.5,57.7,59.9,13.6,98.24,6.7,3838
138,Jaylin Williams,OKC,21,69,48,21,13,114.7,107.9,6.8,16.2,3.24,28.2,4.1,21.6,13.1,8.7,53.3,56.1,13.3,101.25,9.6,1890
138,Jrue Holiday,BOS,33,69,53,16,32.8,120.6,110.9,9.7,19.6,2.69,28.3,3.8,11.7,7.9,10.5,58.1,59.7,16.1,98.91,9.9,4653
138,Keldon Johnson,SAS,24,69,17,52,29.5,108.5,116.1,-7.7,14.2,1.95,15.6,4.3,13.5,8.8,8,52.7,56.5,21.2,103.68,9.8,4399
138,Kenrich Williams,OKC,29,69,49,20,14.9,115.2,106.7,8.4,12,2.91,22.6,6.2,14,10.2,7.8,56.8,56.8,13.2,101.18,7.9,2155
138,Malachi Flynn,DET,25,69,28,41,12.7,104.8,114.6,-9.8,23.1,2.06,23.7,2.2,10.6,6.2,11.5,50.5,53.3,19.9,99.65,8.8,1820
138,Miles Bridges,CHA,26,69,17,52,37.4,108,120.1,-12.1,14.6,1.67,13.9,2.7,17.6,9.9,8.3,52.7,55.6,24.2,98.48,11.1,5299
138,Tyrese Haliburton,IND,24,69,40,29,32.2,122.4,116.2,6.2,44.4,4.73,37,1.6,10.2,6,7.8,57,60.5,23.9,103.42,15.7,4789
138,Zach Collins,SAS,26,69,19,50,22.1,105,116.3,-11.4,19.6,1.47,19.2,7.3,16.2,11.7,13,53.1,56.5,22.4,102.48,9.5,3247
148,Andrew Nembhard,IND,24,68,41,27,25,116.1,114,2.2,20.8,2.77,30.2,2.1,6,4.1,10.9,55.7,57.3,16.1,101.82,7.5,3593
148,Caris LeVert,CLE,29,68,38,30,28.8,113.9,111.2,2.8,25.8,2.96,25.1,2,12.1,7.1,8.5,48.7,52.4,22.4,99.71,10.7,4071
148,Devin Booker,PHX,27,68,43,25,36,119.3,113.5,5.8,29.9,2.65,22.1,2.4,9.8,6.3,8.3,55,61.1,28.9,99.96,14.2,5103
148,Devin Vassell,SAS,23,68,17,51,33.1,108.5,114.6,-6,19.2,2.56,18.3,1.2,10.2,5.6,7.1,55,57.8,22.9,102.42,11.2,4795
148,Dorian Finney-Smith,BKN,30,68,28,40,28.4,111,113.2,-2.2,7.7,1.81,15.3,5.3,10.7,7.9,8.4,53.5,54.6,13.2,98.25,6.2,3951
148,Duncan Robinson,MIA,30,68,38,30,28,111.5,111,0.5,15.1,2.02,19.3,0.8,8.4,4.6,9.5,58.9,61.2,18.4,98.06,8.2,3901
148,Duop Reath,POR,27,68,17,51,17.9,109.6,116.8,-7.1,8.8,1.29,10.2,6.9,13.8,10.1,7.9,54.9,57.1,20.2,98.42,8.8,2485
148,Eric Gordon,PHX,35,68,41,27,27.8,115.6,112.2,3.5,10,1.9,16.2,0.9,5.2,3.2,8.5,56.5,58,16.2,100.41,7,3956
148,Immanuel Quickley,TOR,24,68,28,40,29.2,113.2,114.2,-1,24.5,3.28,23.1,0.8,12,6.4,7.1,53,57.7,23.3,100.43,11.9,4157
148,Ivica Zubac,LAC,27,68,42,26,26.4,117.1,112.4,4.7,7.5,1.18,12.1,11.7,23.5,17.9,10.3,64.9,67.1,16.5,96.89,12.5,3628
